Iteration,Score,Parameter Values
30,0.47677711893964003,"[1.74643159 1.86084905 1.69981032 1.19931826 2.11094201 1.34935283
 1.63108032 0.62858436 1.23664522 1.79429772 1.92189189 1.51054356
 1.21904723 2.09744406 0.99052747 1.15760984 1.93224539 1.51064107
 1.89614541 1.33823168 1.90373645 1.23011373 1.89212393 1.1572477
 1.3812299  1.2734224  2.42239677 2.17903872 1.80888191 1.95956431
 1.42140342 2.27224979 1.48350466 2.63264494 1.50315717 1.4095704
 1.85076153 1.51108939 1.63451565 1.499102   1.03195425 1.70198043
 1.88247201 1.92770012 1.59817484 1.86409479 2.26615648 1.18966967
 1.35513895 1.14507771 1.95433461 1.45471066 1.410735   1.8831165
 1.04172881 1.65448309 1.90298213 1.09733013 1.68783674]"
31,0.4774962964080339,"[1.84386897 1.84285317 1.71661525 1.26099689 2.08252553 1.40144751
 1.60453665 0.55906409 1.13980343 1.68471937 2.04028201 1.56315703
 1.22910227 2.01293719 1.14007398 1.20170108 2.0042327  1.547106
 1.91309604 1.21597357 1.94665245 1.21666103 1.99104496 1.06184561
 1.34730939 1.11562676 2.49647377 2.08458759 1.8473914  1.91988416
 1.43518991 2.23963111 1.50231411 2.61490133 1.43046858 1.42041649
 1.75431241 1.5710885  1.71552296 1.43113405 1.05646711 1.7823485
 1.75779653 1.89848643 1.61789369 1.84361459 2.30111994 1.12648722
 1.37789298 1.05541798 2.07154108 1.52025259 1.35719354 1.82121283
 0.97164296 1.75329551 1.89100417 0.94805022 1.72793255]"
32,0.4749851156510365,"[1.4683422  1.4571462  1.90128009 1.2994627  1.99125338 1.51819471
 1.64228741 0.76617037 1.29477099 2.24842186 1.74948422 1.47180813
 1.25513495 2.14282648 1.21973058 1.07233439 1.77549096 1.50169073
 1.78619439 1.22730431 1.61330739 1.17931491 1.98699629 0.97494224
 1.5224716  1.28883156 2.48112884 2.22506332 1.59401746 1.96824328
 1.44469671 2.52180136 1.50975943 2.43047827 1.18176757 1.4206012
 2.27457139 1.44232154 1.71473007 1.47172542 1.16642617 1.51839368
 1.92975909 2.06013774 1.20798356 1.78510054 2.31279595 1.48527615
 1.27047945 1.37651614 1.92835424 1.67844573 1.26836952 2.20559288
 1.10741319 1.59719058 2.13377026 1.42388185 1.58413385]"
33,0.47562435637548217,"[1.1011448  0.88896675 2.17811115 1.55107507 1.83570385 1.73599229
 1.85404357 0.68645801 1.49147222 2.65328982 1.59535076 1.41437968
 1.32042626 2.07874672 1.93402219 0.80182914 1.49368839 1.45056125
 1.72407331 1.0707436  1.05450526 1.1492631  2.10353141 0.72719186
 1.47371972 1.37259801 2.39701347 2.10804737 1.47329787 1.98643439
 1.38732701 3.10045784 1.59247779 2.03837825 0.47407091 1.40343562
 2.89935454 1.42394662 1.76090616 1.30604557 1.26407087 1.3397862
 1.80982107 2.20922363 0.83163551 1.86623517 2.5100705  1.86467038
 1.12076651 1.84127032 2.11661042 1.85447311 1.00718159 2.51585345
 1.29919475 1.51716246 2.56024039 1.93744294 1.50674207]"
34,0.4748777103680588,"[1.49892454 1.48509706 1.8356717  1.28263092 1.92331848 1.51427265
 1.66711475 0.77030846 1.29862888 2.23014597 1.65455512 1.40622751
 1.20216342 2.10104873 1.20142979 1.10147016 1.77300594 1.55618106
 1.77551115 1.26055409 1.6532227  1.16138566 1.99725459 0.96725629
 1.57543921 1.34551678 2.41986839 2.23227759 1.56355777 2.01738092
 1.44178328 2.54750008 1.53474874 2.46579338 1.17628489 1.39771643
 2.2819452  1.41305767 1.74985173 1.50776493 1.21372821 1.50506476
 1.92428623 2.14617142 1.2030601  1.75573734 2.23130819 1.5099447
 1.21105375 1.38388452 1.99748303 1.63284204 1.24707891 2.23677177
 1.05244981 1.63154819 2.16335664 1.41819647 1.56882463]"
35,0.4740997031699477,"[1.31529629 1.5307177  2.25343554 1.73163097 1.83614711 1.73124982
 1.82517503 0.7353043  1.36115729 2.12816997 1.89927146 1.29342197
 1.28328041 2.00148283 1.56914288 1.14783989 1.86019442 1.4927185
 1.70581258 1.30735471 1.51440233 1.20245468 1.9372798  0.88060247
 1.12412625 1.23579666 2.41894732 2.12573494 1.92660109 2.00093062
 1.39369608 2.7258188  1.42262218 2.31069233 0.98979202 1.70217443
 2.35962028 1.52672539 1.72244374 1.22190376 1.15150715 1.55228302
 1.85763257 2.07774325 1.19893181 2.16767389 2.37807531 1.23588733
 1.29018504 1.47179716 2.09890502 1.52571332 0.93562491 2.08417846
 0.98885062 1.41593354 2.41667623 1.60391412 1.79342322]"
36,0.4743037575100542,"[1.22356145 1.52866904 2.27493205 1.71920609 1.84027784 1.80778054
 1.84053682 0.75534075 1.2790395  2.1272454  1.90826757 1.1663713
 1.30577365 2.01294359 1.62078227 1.14122559 1.84430537 1.49545698
 1.72939155 1.34825007 1.5661731  1.14589826 1.91058368 0.88911279
 1.0837786  1.27006505 2.36803149 2.1001287  1.99620198 1.97459711
 1.31748604 2.79464202 1.45446844 2.2793253  0.90483806 1.77336873
 2.4094417  1.55689127 1.695736   1.18031565 1.19192192 1.52907095
 1.79402701 2.09272264 1.14466612 2.1617452  2.35820675 1.1978475
 1.30612441 1.45928369 2.18780711 1.46805023 0.85913066 2.07125012
 0.97531873 1.368098   2.44461664 1.66140473 1.7942718 ]"
37,0.47324127842854946,"[1.38922785 1.43733488 2.23678998 1.79227929 1.94861782 1.59820629
 1.90211038 0.60748953 1.47591373 2.1658005  1.84037662 1.45968504
 1.34092006 2.00678841 1.63969568 1.11475888 1.83813822 1.35377885
 1.83287885 1.25106599 1.40696905 1.35181328 2.06947256 0.70921928
 1.21034698 1.34183121 2.43087048 2.15025141 1.90255469 2.09512938
 1.46112118 2.71503039 1.35418315 2.29956446 1.08583089 1.63538684
 2.45452988 1.48195594 1.75543037 1.2345512  1.17117583 1.59206577
 1.9853064  2.08474952 1.19573683 2.1990091  2.47724091 1.30918354
 1.33281194 1.59920002 2.16803783 1.52157274 0.96741162 2.05706485
 1.12455738 1.4005987  2.32726106 1.67175299 1.64629717]"
38,0.4714349326913562,"[1.21066693 0.98865943 2.13465638 1.73473273 1.9050368  1.67206222
 1.96270975 0.66218148 1.73474369 2.31658885 1.77891345 1.52575356
 1.39440724 1.89634356 1.67309401 0.99752583 1.70403771 1.40176771
 1.92783492 1.30705172 1.29007447 1.33901754 2.00375211 0.60098021
 1.28234597 1.49583597 2.47483999 1.86331262 1.81746915 2.17243297
 1.44086681 2.95516213 1.3681828  2.3407946  0.9613687  1.67209462
 2.52935386 1.42834968 1.83372879 1.32717879 1.30936329 1.5265356
 1.97413544 2.24858972 0.98918559 2.18483688 2.62222677 1.69095269
 1.22812355 1.74837037 2.33594575 1.56154057 0.84619418 2.19789966
 1.08548564 1.52322087 2.3756626  1.74854912 1.50696642]"
39,0.4710339336243947,"[1.15301546 0.92489066 2.1089078  1.72301234 1.86910656 1.68334432
 1.99706124 0.64029611 1.73993091 2.34397175 1.78106386 1.49498391
 1.34567624 1.84832295 1.69899959 0.95544127 1.70550381 1.45229091
 1.99549257 1.36478465 1.25284147 1.32492143 2.00233648 0.59185721
 1.27889026 1.54550844 2.49110544 1.8106009  1.81662635 2.17459141
 1.47695925 2.99931027 1.35729924 2.35851179 0.89592624 1.65772391
 2.52301648 1.43956969 1.87290414 1.3164612  1.37053985 1.51481385
 1.97520946 2.32254567 0.97100068 2.17112724 2.6515149  1.75220319
 1.179485   1.75548937 2.43297134 1.56054767 0.83535429 2.21518658
 1.01680446 1.54953958 2.37888351 1.72727145 1.47707517]"
40,0.4703296976051569,"[1.1662913  0.80284919 2.09118693 1.73983344 1.93101288 1.6974205
 2.06327293 0.60605161 1.83959453 2.40235862 1.7975455  1.49450414
 1.43157613 1.79203425 1.64938512 0.94138391 1.68681626 1.50359686
 2.05162645 1.38274733 1.23915301 1.2728007  1.99185937 0.60441307
 1.28647257 1.57096876 2.51906473 1.75325566 1.82003763 2.15399847
 1.47684876 3.06421866 1.4124863  2.30220531 0.86830705 1.66912231
 2.52309417 1.497607   1.88653244 1.36264002 1.43220183 1.43099894
 1.97831672 2.38322274 0.89872097 2.18748705 2.74548188 1.7807196
 1.12831389 1.76690984 2.59592584 1.59448674 0.82152921 2.2985088
 0.98779014 1.5824223  2.32514464 1.70848684 1.43203446]"
41,0.4709538618328011,"[1.38917717 0.89643637 2.06859559 1.62849436 1.99095142 1.62180008
 1.88525389 0.67394187 1.67760487 2.42719439 1.76722862 1.7004309
 1.50762521 1.8235405  1.52063809 1.09131984 1.7993863  1.46722161
 1.81749502 1.2419017  1.23908584 1.30198379 1.96647139 0.69495997
 1.39068927 1.40047577 2.53758887 1.84455547 1.69116307 2.19763527
 1.45423077 2.83939358 1.38588562 2.45135954 0.98830497 1.61139569
 2.43394871 1.42514064 1.8980658  1.37398191 1.31546189 1.47569477
 1.99422431 2.28714412 0.9138012  2.16114273 2.71072186 1.67347873
 1.29511391 1.59651699 2.29145554 1.63980491 0.91845926 2.2395325
 1.08184633 1.68708331 2.29688859 1.64667906 1.60137677]"
42,0.4701242290858283,"[0.69940006 0.71969179 2.13182725 2.20350914 1.97748944 1.90739402
 2.92844678 0.22876029 2.80270625 2.35770777 1.74061412 0.77301682
 1.62734871 1.75417872 1.45218287 0.96458414 1.23161886 1.48735265
 2.46317329 1.8452995  1.26712876 1.06046822 2.08839082 0.73551353
 0.71615961 2.17519722 2.35216883 1.36356688 2.32576704 2.16695964
 1.27978964 3.95432581 1.47535785 1.90477861 0.60076033 2.11885794
 3.10295172 1.78745705 1.72709681 1.32454735 1.59533634 1.23772765
 2.15990802 3.04232059 0.83685603 2.69901487 2.93303717 1.76902893
 0.66400984 2.35470784 3.74394437 1.23289774 0.57655092 2.35171825
 0.67529283 1.11509819 2.22841885 2.32185508 1.17256076]"
43,0.4686733782906765,"[0.84415833 0.62417924 2.05759168 2.07416725 2.03732099 1.87708754
 2.7342844  0.24202848 2.58172998 2.35295468 1.72724296 0.88691882
 1.68788753 1.68503039 1.43067666 0.98732632 1.30868035 1.40721733
 2.41869022 1.82225898 1.21220994 1.00516753 2.19596586 0.71279695
 0.8844819  2.16687009 2.48826804 1.33690643 2.25367879 2.09578023
 1.36208757 3.77951363 1.45597622 2.04298006 0.79044725 2.03415179
 2.91318923 1.78617005 1.77591816 1.31435364 1.54300092 1.29231729
 2.1016972  2.908238   0.76973457 2.53874589 2.92549128 1.84111044
 0.80010151 2.18213419 3.57445086 1.2975786  0.51277772 2.26485498
 0.63025841 1.19636146 2.18864982 2.18261477 1.17201279]"
44,0.4663096922762963,"[0.9884674  0.83033643 2.1472706  2.01892889 1.97763866 1.5703954
 2.83797559 0.2034028  2.80102619 2.20731721 1.68252652 0.62914154
 1.74966426 1.52401722 1.41491955 1.00571825 1.46417329 1.61334124
 2.41532764 1.92638508 1.46934585 1.10080083 2.19949575 0.47880897
 0.55933257 2.34181202 2.76936311 1.57627187 2.37756502 2.1223911
 1.45973252 3.78953062 1.54098942 2.13126324 1.03765569 2.06399114
 2.61261253 1.92848068 1.79710323 1.4193947  1.71906913 1.30585109
 2.13830771 3.09670116 0.95769913 2.44172359 2.81089913 1.71192462
 0.63772496 2.04034407 3.71438695 1.26790989 0.44635115 2.10188443
 0.51482199 1.0666394  2.11159963 2.18867044 0.93678144]"
45,0.4658821335202087,"[1.02279805 0.82653927 2.17251492 1.94750438 1.96094105 1.49138197
 2.85926266 0.22233674 2.82543539 2.1674831  1.66510491 0.5710729
 1.77548263 1.45924413 1.45834111 0.96541148 1.4955061  1.66599789
 2.43285457 1.94714869 1.52302297 1.10790885 2.21441056 0.38411176
 0.51464152 2.42744129 2.86107814 1.6066106  2.3933802  2.09262115
 1.49147906 3.80436776 1.559901   2.19695439 1.07898929 2.07887846
 2.52545103 1.98313072 1.83268581 1.44684685 1.7839832  1.31374685
 2.11114761 3.11788869 0.97825146 2.36347094 2.77747941 1.7391084
 0.59952772 1.9619925  3.77243112 1.26249167 0.40140468 2.04626371
 0.45340356 1.05303354 2.09245629 2.17629369 0.82896604]"
46,0.4656025112851734,"[1.02872913 0.77587862 2.17167048 1.8875979  1.92961637 1.49700919
 2.82223253 0.24811882 2.78265228 2.13949348 1.67600574 0.58582649
 1.79305931 1.41392423 1.40968336 0.91375999 1.48440561 1.64218484
 2.42597161 1.98589191 1.51100518 1.07429152 2.1897087  0.32132915
 0.55524694 2.50765295 2.92414405 1.55622442 2.32203786 2.01269673
 1.54031998 3.77605597 1.54582906 2.27163976 1.18991483 2.05717776
 2.50681071 2.01243262 1.84364874 1.43911854 1.75942972 1.34836581
 2.08208983 3.09556982 0.98235191 2.2759292  2.75581247 1.83997288
 0.60761556 1.85199395 3.76530029 1.30488082 0.33312296 2.01326253
 0.35630267 1.03920373 2.06967394 2.10727571 0.77370476]"
47,0.4638605624011899,"[ 0.94487707  1.14243597  2.19505196  2.1114878   1.99007644  1.46373973
  2.86647914 -0.00760843  2.67380294  2.37600527  1.67143648  0.09540953
  1.5949888   1.4214035   1.24233267  1.20719267  1.67134511  1.78686731
  2.68476706  2.04333196  1.67095452  1.0546494   2.47329445  0.53171124
  0.72164852  2.5061055   2.74107375  1.83420515  2.41168719  2.42514639
  1.57168684  3.52333862  1.57639364  2.30532702  1.20933474  1.88524657
  2.59533021  1.99818988  1.84733363  1.49958216  2.0806495   1.58052579
  2.31777961  3.0991943   0.93308197  2.39114631  2.67807303  1.54275994
  0.5104825   2.26162958  3.8277754   1.12542773  0.48991914  2.03471552
  0.35450316  0.79205477  2.0240441   2.27677825  0.956478  ]"
48,0.46399389949456854,"[ 9.47751429e-01  1.12641683e+00  2.18966679e+00  2.12258378e+00
  1.99479495e+00  1.46970535e+00  2.87691770e+00 -3.00704429e-03
  2.68605332e+00  2.38822068e+00  1.67675213e+00  1.09277452e-01
  1.60025830e+00  1.41021978e+00  1.27542130e+00  1.20033286e+00
  1.66062474e+00  1.80445686e+00  2.69748554e+00  2.03345246e+00
  1.66618293e+00  1.06319488e+00  2.47196284e+00  5.37115056e-01
  7.24084375e-01  2.49558015e+00  2.72378482e+00  1.82545734e+00
  2.39769207e+00  2.42557144e+00  1.56281443e+00  3.55291930e+00
  1.58901103e+00  2.28381065e+00  1.16494326e+00  1.90070511e+00
  2.61033635e+00  2.00606645e+00  1.86110145e+00  1.49356225e+00
  2.09688315e+00  1.57557092e+00  2.29829359e+00  3.09416969e+00
  9.23176691e-01  2.40154237e+00  2.69178614e+00  1.55773418e+00
  4.89134915e-01  2.27003881e+00  3.84619932e+00  1.13491811e+00
  4.90289768e-01  2.04405440e+00  3.59387129e-01  8.05900281e-01
  2.03284116e+00  2.27225171e+00  9.59346047e-01]"
49,0.46374284763409207,"[ 0.94694585  1.16383612  2.21105087  2.10186893  2.0005382   1.43657381
  2.87373904 -0.03017481  2.71844304  2.33481192  1.66669911  0.06686609
  1.60389254  1.42768315  1.24469288  1.18917796  1.68589216  1.81144343
  2.69999426  2.03132386  1.70882821  1.06423703  2.48113418  0.52619281
  0.7052992   2.48978951  2.72586489  1.8263427   2.41236142  2.44288272
  1.57423504  3.51890816  1.5769813   2.29329212  1.20591025  1.90652111
  2.61862263  2.02881571  1.85688785  1.50099355  2.10715976  1.58969121
  2.30905207  3.07891129  0.93359759  2.40337499  2.69723645  1.51456749
  0.49075058  2.27141926  3.83760665  1.14028693  0.50889733  2.06736164
  0.3769192   0.77138149  2.02871051  2.2762349   0.94874639]"
50,0.4595063961058176,"[ 0.53828017  1.85524528  2.12117688  2.22583016  1.79456791  1.56908388
  2.60624642 -0.31621478  1.7878517   3.69379079  1.68037613 -1.51156353
  0.98977492  0.81725272  0.47412144  1.46639708  2.70046568  2.41414511
  3.7657115   2.46385877  1.8232225   1.13483566  3.23740191  0.44654384
  1.96253189  3.72014341  2.70290413  1.79308143  1.70592598  3.54127745
  1.64494581  2.37028372  1.63128141  3.27058268  2.43627617  1.2124453
  2.15688454  2.0933763   2.35581985  1.77938526  3.06462191  3.21049738
  2.93854495  2.31137144  0.72791712  1.87068776  2.02454064  1.81086074
  0.5065047   2.86181938  3.44409734  0.39483108 -0.03082262  1.52296116
 -1.05660181  0.04524428  1.76696493  2.2221442   1.38584055]"
51,0.45788279075339067,"[ 0.65670325  1.51666607  2.2090433   2.05179952  1.7302012   1.53670145
  2.64518996 -0.18863566  1.99476025  3.30820648  1.72291039 -1.10969724
  1.30869216  0.86938207  0.70515452  1.34159745  2.41428722  2.20336094
  3.49161995  2.40252323  1.77783713  1.02016422  2.96611112  0.37824118
  1.61606906  3.54724762  2.94535863  1.72157672  1.93793636  3.09306428
  1.70364078  2.79334995  1.65603452  3.2046699   2.25128222  1.53300642
  2.17286988  2.16910228  2.20906788  1.62182286  2.75326385  2.81242335
  2.59977846  2.50459187  0.68311854  1.83435015  2.1537171   1.91382569
  0.44983055  2.40548246  3.58145488  0.60828228 -0.14762127  1.57949407
 -0.92638641  0.19027812  1.84883586  2.1635963   1.16100692]"
52,0.4580722666475768,"[ 0.69173908  1.4356575   2.17377533  1.97569069  1.72825428  1.51593152
  2.64258384 -0.16054704  2.01637873  3.23577374  1.71023148 -1.04661116
  1.37935769  0.88115799  0.72827618  1.30374729  2.39908629  2.15887976
  3.47489334  2.4227627   1.74998397  1.01347622  2.92906982  0.37392645
  1.59501574  3.5582951   2.9703528   1.690931    1.93272656  3.00224993
  1.75150973  2.8086265   1.64619396  3.22549866  2.26856531  1.52140842
  2.18827441  2.19211198  2.20687417  1.57096458  2.71601428  2.79954871
  2.57195115  2.50686115  0.68629894  1.81333052  2.1661194   1.97872147
  0.44763233  2.28289014  3.5866455   0.64959009 -0.19097229  1.57877453
 -0.92345564  0.20759212  1.83558493  2.14053892  1.12335189]"
53,0.45778980614036147,"[ 0.60805765  1.45378479  2.18303401  2.04141743  1.7360308   1.55777534
  2.63254376 -0.13819069  1.97459969  3.34529867  1.70372552 -1.10486782
  1.35081257  0.88627546  0.72646115  1.34840855  2.40319239  2.19731335
  3.51919412  2.39509968  1.77648728  1.01869972  2.99138326  0.39492661
  1.64406415  3.52543683  2.9690397   1.70637996  2.00954366  3.08131699
  1.76384889  2.80101125  1.69008955  3.27519901  2.19359165  1.54412391
  2.18131918  2.17592536  2.19836407  1.59578366  2.81171611  2.84664741
  2.58467256  2.49643108  0.66036828  1.77474398  2.15574696  1.98137321
  0.42679552  2.40282733  3.57343946  0.6226197  -0.20280058  1.5975052
 -0.88775336  0.21168854  1.85801593  2.20091964  1.12540193]"
54,0.45777891209454313,"[ 0.60723903  1.45867973  2.18440054  2.04330736  1.73522501  1.56030223
  2.63454337 -0.14263461  1.96980534  3.3503988   1.70804059 -1.10789025
  1.35096403  0.88225563  0.72069335  1.35043456  2.40052952  2.20064474
  3.52298138  2.39702906  1.77566701  1.02190576  2.98791126  0.39839947
  1.64320472  3.52855677  2.96916432  1.70684077  2.00238594  3.08635897
  1.76321764  2.79811873  1.69172946  3.27361329  2.19845606  1.54538598
  2.18253154  2.17721887  2.19580571  1.59839964  2.8096301   2.8489215
  2.58536013  2.49565249  0.66466058  1.77508931  2.15731498  1.97713816
  0.4240278   2.40023254  3.57239775  0.6238397  -0.20314192  1.59936511
 -0.89742984  0.20958958  1.8547305   2.19273146  1.12580374]"
55,0.47209638881647004,"[ 1.01810775  1.47562344  2.211607    1.74490742  1.75242578  1.66583824
  2.90066868 -0.15386165  1.02962434  3.55533162  1.44077186 -1.61415576
  1.45705741  0.41788304  1.055463    2.06997496  2.16352329  1.70419387
  3.49161908  2.44860897  1.94417898  0.23872579  3.25498949  1.54134037
  2.1033787   3.60349414  1.75543871  1.77694333  2.72732831  3.29575784
  1.99823501  2.90820055  2.45371048  4.27690291  0.97982425  1.47007687
  2.98766554  1.7971912   1.91489237  1.32614558  3.05632251  2.66618295
  1.73750871  2.74173357 -0.13985034  1.78113655  2.41046872  1.90117622
  0.07461591  1.33474925  4.02709447  0.34832212 -0.22636536  1.40095712
 -0.85822221  0.74708967  2.15810668  2.67737244  1.57840224]"
56,0.45794888562575836,"[ 0.61437425  1.39695182  2.14352368  2.07298996  1.75655758  1.55282204
  2.57959366 -0.07210076  1.98465744  3.38477213  1.71136189 -1.0601068
  1.41864615  0.90339408  0.65640766  1.33001611  2.36510665  2.09381423
  3.57484579  2.46154554  1.71139561  1.07148408  2.99986039  0.39432436
  1.69482877  3.5699733   2.90246907  1.6810646   1.95563789  3.07416562
  1.77756167  2.77049046  1.70953123  3.09613421  2.30609504  1.51520017
  2.24448695  2.16537388  2.11402035  1.5374953   2.76883046  2.89657274
  2.61522214  2.44913442  0.67324861  1.78068257  2.17666812  1.988946
  0.50021035  2.43588758  3.46758393  0.64494013 -0.2803204   1.62450854
 -0.82431568  0.1504488   1.8494719   2.15688222  1.17405359]"
57,0.4581470433004595,"[ 0.5710206   1.46355936  2.19566439  2.11986962  1.76795583  1.61895254
  2.63235539 -0.10948266  1.926902    3.39237875  1.7702078  -1.07982584
  1.3325039   0.86623399  0.70786684  1.37114326  2.32292837  2.0992391
  3.53387015  2.39507795  1.77890831  1.00499538  2.97924634  0.42038923
  1.71712811  3.51130744  2.87402795  1.66656007  1.98609454  3.08212522
  1.71920564  2.80566704  1.72254903  3.16355241  2.22239479  1.53276226
  2.25679037  2.13547391  2.14439435  1.66145914  2.78769164  2.83371053
  2.57228745  2.51652072  0.68978351  1.78310989  2.19160796  1.98198213
  0.46005896  2.41973499  3.51983871  0.62087913 -0.18836016  1.56894532
 -0.79066332  0.22622935  1.85652704  2.21250592  1.11799609]"
58,0.4578740336307486,"[ 0.6097036   1.4645937   2.17607186  2.02954972  1.73827127  1.55051412
  2.6480001  -0.15490508  1.95630758  3.34360724  1.72769593 -1.12778832
  1.33593017  0.85292639  0.73267766  1.33903449  2.41523312  2.22663591
  3.51798557  2.39009707  1.78024727  1.01760213  2.97523074  0.40390419
  1.62466907  3.54380729  2.95702201  1.71240767  1.97068053  3.1032875
  1.73991237  2.79609683  1.6851508   3.30612356  2.17344096  1.56162469
  2.17993266  2.17891152  2.19848361  1.60937258  2.796902    2.84201361
  2.56281183  2.49785346  0.64442796  1.79454206  2.17538473  1.96281456
  0.40059812  2.35901815  3.57600293  0.61628056 -0.20060389  1.59800272
 -0.94170337  0.23152912  1.8640379   2.17546185  1.13298679]"
59,0.45754548010374085,"[ 0.57014254  1.52916088  2.23623958  2.14408238  1.69543109  1.69713333
  2.7156272  -0.19184457  1.8357917   3.44443301  1.74980719 -1.03696826
  1.32019757  0.88090788  0.67620544  1.42535328  2.27674231  2.17068988
  3.5388336   2.42549435  1.79663822  1.01448419  2.95917306  0.44429232
  1.69250682  3.52108185  2.98356777  1.69927752  2.07028081  3.04084052
  1.70416321  2.79187695  1.78463465  3.1701204   2.25768676  1.61013871
  2.22741112  2.10388856  2.11420906  1.7562604   2.71014328  2.77804871
  2.63455346  2.52821061  0.80491604  1.77837281  2.17908674  1.97563061
  0.43558209  2.4648874   3.63093381  0.55558448 -0.0816924   1.52025073
 -0.94490282  0.18206116  1.82465646  2.14747097  1.1019046 ]"
60,0.4579928147909851,"[ 0.88991308  1.60050901  2.21438431  1.64206679  1.51288851  1.29738657
  2.84448318 -0.62923     2.00311437  3.22722992  1.65840975 -1.43182782
  1.22227009  0.78611111  0.95059581  1.36130094  2.74160193  2.72245729
  3.38458048  2.33522208  1.84749788  0.97625943  2.82898771  0.5024522
  1.252733    3.67200092  3.11986939  1.58641339  1.85511629  3.34849359
  1.63499964  2.86240127  1.7400251   3.6722872   1.86667331  1.7346116
  1.93116878  2.4108364   2.49312337  1.57542659  2.70379668  2.76443242
  2.27534154  2.60928478  0.55799295  2.0800632   2.26329782  1.77640355
  0.01603244  1.8815825   3.85412978  0.57112634  0.01833727  1.52358892
 -1.62867856  0.38165064  1.92470468  1.99748445  1.379127  ]"
61,0.4575306072246018,"[ 0.55243201  1.49794622  2.22729769  2.19150092  1.73816534  1.73990444
  2.65792494 -0.16268282  1.83377948  3.43880277  1.76100381 -0.99893547
  1.37575213  0.81689149  0.65084078  1.413416    2.24408788  2.08960607
  3.53909704  2.5142744   1.72927195  1.05335889  2.95410743  0.45951126
  1.72094325  3.55121527  2.94994344  1.67449662  2.05287042  3.01372627
  1.71425225  2.74803454  1.80728758  3.0447583   2.35826992  1.59743987
  2.25596565  2.09119581  2.09067017  1.74036027  2.66042714  2.77917647
  2.63700402  2.48440686  0.82204305  1.76350017  2.18428024  1.97131634
  0.5078745   2.47895761  3.55113636  0.585917   -0.14040428  1.56479408
 -0.90784943  0.12136959  1.83545952  2.09186585  1.13609726]"
62,0.4570817984116437,"[ 0.38841719  1.66319241  2.26519231  2.4589177   1.7483384   1.89055357
  2.82071081 -0.15685405  1.64987565  3.70469603  1.91407849 -1.03887223
  1.27101286  0.69389164  0.59925547  1.53365152  2.10936946  2.17037612
  3.61510312  2.45087611  1.85953075  0.94193019  3.02345782  0.43973055
  1.80627639  3.52205134  2.9550472   1.59419012  1.98123988  3.02862987
  1.67841484  2.7174035   1.86660828  3.14483877  2.29118017  1.71571936
  2.39181065  2.08942462  1.85513977  1.97115065  2.72165873  2.8555333
  2.83495509  2.65535774  1.02956313  1.76174673  2.30421477  2.00224058
  0.47030562  2.53405197  3.70607876  0.56983654 -0.09424482  1.40256906
 -0.90905633  0.22080339  1.72569996  2.08601268  0.98087038]"
63,0.45709575721059686,"[ 0.41540402  1.66804016  2.2519741   2.45129485  1.74642098  1.88672889
  2.82962212 -0.17771082  1.64341137  3.69358311  1.94830114 -1.03869506
  1.29355103  0.69383913  0.62146948  1.55733858  2.13632129  2.19246039
  3.61459923  2.44693841  1.86590886  0.91503714  3.01607451  0.44825791
  1.79060812  3.49395036  2.96088241  1.62041468  1.97042773  3.0310587
  1.6906183   2.71386912  1.84656099  3.18731101  2.27246892  1.71268521
  2.3779357   2.07152962  1.83847306  1.95714665  2.71369444  2.85154349
  2.83391927  2.68043463  1.01271204  1.78184354  2.31621233  1.98469602
  0.46066538  2.48210635  3.71301752  0.55887056 -0.11570893  1.39012406
 -0.90229563  0.23211637  1.72884739  2.10824904  0.97535162]"
