Iteration,Score,Parameter Values
2714,0.437907017639884,"[-1.10163395  1.08206987  4.12281039  2.95256148  3.67146883  2.91089605
  3.2971716  -3.09366106  2.99494325  3.16888642  2.93450778 -0.78203579
  4.27411494 -0.46884612 -0.02949931  2.78015067  3.05335214  2.98159328
  3.12346431  3.61085673  1.54853353  1.81402042  3.04281885  0.29759576
  2.61544698  3.23921077  3.24388997  3.13891732  2.20157969  3.17419953
  3.54707649  3.15924484  2.28475573  3.2079444   3.14115711  3.24434441
  3.70126995  3.12589535  2.92562946  3.22559448  4.29324418  3.01150628
  3.19570303  3.05023333  2.09231888  2.72877126  3.37366872  1.7065394
  1.07035212  3.24535485  3.40206585  3.22383623 -1.71640537  3.29680619
 -2.4296086   0.46356367  3.52085575  2.54311415  2.63949707]"
2715,0.4378928167003377,"[-1.08166994  1.04212725  4.09117975  2.96097766  3.66792036  2.91403849
  3.29305795 -3.0772904   2.97224961  3.1722354   2.92636017 -0.80007235
  4.27465907 -0.50396249  0.0095318   2.75346996  3.06818847  2.94333226
  3.11880693  3.6017299   1.55891206  1.81490733  3.03239216  0.30198232
  2.59467015  3.25770805  3.25214473  3.13240933  2.1876255   3.16813028
  3.51640625  3.133832    2.3066635   3.1736124   3.13321953  3.24946447
  3.70926881  3.15918926  2.92820263  3.20671781  4.30650729  3.05299693
  3.19802189  3.09329791  2.06278441  2.73427096  3.34839651  1.67732747
  1.07490554  3.25915487  3.38063122  3.24111892 -1.70090626  3.3065256
 -2.40537002  0.44818777  3.49611442  2.56266679  2.62663804]"
2716,0.437888895643158,"[-1.08670729e+00  1.05589395e+00  4.10406588e+00  2.96193189e+00
  3.64646531e+00  2.89656995e+00  3.29103570e+00 -3.08513441e+00
  2.97467295e+00  3.16686142e+00  2.92258285e+00 -7.82128353e-01
  4.26878817e+00 -5.03486293e-01  3.20499145e-03  2.76593546e+00
  3.05838345e+00  2.94860330e+00  3.11463214e+00  3.60115028e+00
  1.54488928e+00  1.82377490e+00  3.04149082e+00  3.12304558e-01
  2.61115074e+00  3.24968185e+00  3.23435255e+00  3.15787530e+00
  2.19991306e+00  3.16650059e+00  3.52709812e+00  3.14631928e+00
  2.31168942e+00  3.18401729e+00  3.14675132e+00  3.22077592e+00
  3.72420170e+00  3.15942580e+00  2.93115823e+00  3.22345090e+00
  4.28437805e+00  3.04721507e+00  3.18811301e+00  3.08301642e+00
  2.07857267e+00  2.72891568e+00  3.36894359e+00  1.69984867e+00
  1.06674523e+00  3.26328612e+00  3.39519711e+00  3.25023328e+00
 -1.71531671e+00  3.31374107e+00 -2.39725509e+00  4.59042557e-01
  3.49940353e+00  2.56223127e+00  2.59823992e+00]"
2717,0.43788707495440016,"[-1.08583771e+00  1.02656367e+00  4.10584510e+00  2.95610945e+00
  3.65022356e+00  2.90169616e+00  3.29741797e+00 -3.07747984e+00
  2.96537309e+00  3.15460028e+00  2.92263420e+00 -7.82695783e-01
  4.27236426e+00 -5.04099758e-01  2.49698380e-03  2.77443252e+00
  3.06233877e+00  2.92484762e+00  3.10855154e+00  3.58109595e+00
  1.53986637e+00  1.82839274e+00  3.02834751e+00  3.09415862e-01
  2.60783644e+00  3.26754371e+00  3.24119775e+00  3.14157916e+00
  2.18503835e+00  3.15579918e+00  3.51708156e+00  3.15318612e+00
  2.32198990e+00  3.16842269e+00  3.14341834e+00  3.23127050e+00
  3.73521426e+00  3.14901475e+00  2.92772521e+00  3.21081119e+00
  4.29252067e+00  3.06521930e+00  3.18651678e+00  3.09176094e+00
  2.05582585e+00  2.72965122e+00  3.34532788e+00  1.70237385e+00
  1.07210494e+00  3.26171806e+00  3.38278904e+00  3.26494368e+00
 -1.70999547e+00  3.31659702e+00 -2.40276564e+00  4.73463508e-01
  3.47857689e+00  2.56442272e+00  2.58690236e+00]"
2718,0.43788571950588956,"[-1.08530868  1.03372732  4.09819888  2.96682558  3.63803584  2.87935461
  3.2985206  -3.07335665  2.99426009  3.16125342  2.92607491 -0.76666447
  4.26430434 -0.52070527  0.01536672  2.76556345  3.05824463  2.92517833
  3.1186923   3.5935433   1.53507214  1.82352001  3.03166032  0.31101407
  2.60527205  3.25590344  3.25010712  3.17722529  2.19273373  3.15844298
  3.50303591  3.14024282  2.33800988  3.17368557  3.16952758  3.21368741
  3.74238441  3.19764728  2.94369375  3.21687368  4.26903342  3.08029216
  3.17866551  3.10133808  2.06852613  2.73353646  3.35971597  1.70201088
  1.04724295  3.28104856  3.37756297  3.25430836 -1.71258172  3.31576983
 -2.37491442  0.46554613  3.49234281  2.55860403  2.56623889]"
2719,0.4378881380590445,"[-1.10365183  1.01809625  4.10092061  2.96296561  3.65833687  2.88897245
  3.30105597 -3.07658296  2.99001262  3.14517213  2.92715658 -0.76883139
  4.26687741 -0.49507832 -0.00765497  2.78184406  3.05955116  2.92767816
  3.11816022  3.58566614  1.54342883  1.81895755  3.02363236  0.2929849
  2.59887244  3.26523076  3.2561865   3.15160902  2.17787066  3.15599363
  3.50646634  3.1621813   2.34008082  3.17161312  3.17238804  3.23699601
  3.73646981  3.16668686  2.93200276  3.21217147  4.2912034   3.07699501
  3.17786692  3.08907741  2.05731546  2.73301698  3.33826814  1.7007322
  1.05114253  3.27418494  3.36844521  3.25157334 -1.71486044  3.30630698
 -2.39600652  0.4698951   3.49103469  2.54383807  2.57510863]"
2720,0.43788660933954177,"[-1.09019631  1.03421879  4.09681315  2.96723505  3.65379197  2.88591971
  3.29397578 -3.07655819  2.9835564   3.15381924  2.92123549 -0.76746157
  4.26574898 -0.50905588  0.00846186  2.77058281  3.05947177  2.93793624
  3.11781447  3.595778    1.54312313  1.82026208  3.03449279  0.30518057
  2.60813809  3.25625568  3.24754165  3.16345906  2.18686281  3.15813427
  3.51368361  3.14978177  2.33441786  3.16630088  3.16336949  3.2271268
  3.73769595  3.17531026  2.92854683  3.21597333  4.2854612   3.07093634
  3.17939955  3.09392582  2.06935448  2.73531914  3.3531051   1.69968768
  1.05491448  3.27332763  3.38310069  3.24584727 -1.71412682  3.31770042
 -2.38884746  0.45978174  3.49303947  2.56011423  2.58264608]"
2721,0.437886512120533,"[-1.08978856  1.04071484  4.10174783  2.96508419  3.65235722  2.89246816
  3.29447647 -3.07625538  2.98185277  3.15985467  2.92392345 -0.77411995
  4.26819465 -0.5045999   0.00486853  2.76997401  3.05762588  2.94181431
  3.1168676   3.59637367  1.54426036  1.81996964  3.03450075  0.30483865
  2.60730193  3.25437156  3.24405484  3.15884805  2.19063508  3.16269175
  3.51822359  3.14758448  2.32570153  3.17485168  3.15626458  3.22672948
  3.73158196  3.16847536  2.92993429  3.21896362  4.28667784  3.06094266
  3.1828999   3.08960857  2.07330307  2.73153973  3.35894795  1.69913252
  1.06058323  3.26871563  3.38629402  3.24753753 -1.71583292  3.3142576
 -2.39208728  0.45806408  3.49763238  2.5594467   2.58949765]"
2722,0.4378812074726429,"[-1.10955950e+00  1.03157460e+00  4.09407869e+00  2.98444091e+00
  3.68135043e+00  2.89352837e+00  3.30434934e+00 -3.06994919e+00
  2.99872064e+00  3.15082038e+00  2.93476702e+00 -7.53046025e-01
  4.26577706e+00 -5.08484086e-01  2.54611769e-03  2.75785813e+00
  3.06498983e+00  2.95591433e+00  3.11412538e+00  3.60835768e+00
  1.54974893e+00  1.80507643e+00  3.02379716e+00  3.00587108e-01
  2.59432035e+00  3.25417799e+00  3.26158691e+00  3.14670195e+00
  2.18057158e+00  3.17324945e+00  3.50572062e+00  3.14335880e+00
  2.32000656e+00  3.17612059e+00  3.15350574e+00  3.24102633e+00
  3.72776088e+00  3.16768794e+00  2.93034971e+00  3.20257560e+00
  4.28955565e+00  3.05124295e+00  3.17775127e+00  3.09601324e+00
  2.07964123e+00  2.74473442e+00  3.35086638e+00  1.70846224e+00
  1.06307848e+00  3.26392190e+00  3.38079264e+00  3.22184403e+00
 -1.71510764e+00  3.32077607e+00 -2.40976585e+00  4.32022174e-01
  3.50242068e+00  2.56536417e+00  2.60836783e+00]"
2723,0.4378847733400938,"[-1.08487818  1.06527697  4.08344485  3.00389841  3.65777544  2.89497395
  3.2996737  -3.08150745  2.97628653  3.18001031  2.91508279 -0.76440271
  4.26414116 -0.52648958  0.01703167  2.7315894   3.07479735  2.9688926
  3.09818212  3.62986308  1.54685719  1.81253309  3.03608468  0.33411927
  2.60393304  3.23651166  3.23145237  3.15581953  2.20657987  3.19135447
  3.51924057  3.11340024  2.28783754  3.18360358  3.12208314  3.21573969
  3.71947635  3.18123444  2.93246531  3.21912804  4.2778658   3.03402662
  3.18579659  3.09317603  2.10474595  2.74043495  3.38882245  1.69896896
  1.08339008  3.24623654  3.40975485  3.23044909 -1.71597227  3.32012538
 -2.40499126  0.40973551  3.51338044  2.60257781  2.62411906]"
2724,0.4378866227375969,"[-1.09886589e+00  1.05359189e+00  4.08666465e+00  2.98873154e+00
  3.68590908e+00  2.90434110e+00  3.30223947e+00 -3.07493781e+00
  2.97099916e+00  3.16629297e+00  2.92383388e+00 -7.67815581e-01
  4.26908022e+00 -5.11832312e-01  4.12098374e-03  2.73964611e+00
  3.07332490e+00  2.96761502e+00  3.10474323e+00  3.62235609e+00
  1.55545733e+00  1.80702161e+00  3.03389614e+00  3.07163018e-01
  2.59359134e+00  3.24658241e+00  3.23807515e+00  3.13350764e+00
  2.19627151e+00  3.18197371e+00  3.51880668e+00  3.13654435e+00
  2.29545079e+00  3.17766532e+00  3.12337888e+00  3.23638410e+00
  3.71190875e+00  3.15597604e+00  2.92715716e+00  3.20229646e+00
  4.30020284e+00  3.02907605e+00  3.18902089e+00  3.09658314e+00
  2.08929796e+00  2.74468424e+00  3.36498345e+00  1.69540743e+00
  1.08391680e+00  3.24532918e+00  3.39703058e+00  3.22064438e+00
 -1.70461631e+00  3.31530956e+00 -2.41931745e+00  4.17631503e-01
  3.50321724e+00  2.58658095e+00  2.63142952e+00]"
2725,0.4378810100203685,"[-1.11592336  1.03676845  4.09680912  2.98113749  3.68925999  2.89759989
  3.30407123 -3.07636652  3.00216631  3.14902972  2.93750059 -0.7548369
  4.26725077 -0.50087896 -0.00580221  2.76118985  3.06489616  2.96514981
  3.11740319  3.60928571  1.55384916  1.80404663  3.02476212  0.29549835
  2.59202414  3.25302521  3.26640687  3.14087322  2.18045346  3.17268523
  3.51198197  3.14975567  2.31503452  3.1816044   3.15426274  3.24768564
  3.7218208   3.15710057  2.92853483  3.20213495  4.29239525  3.04299914
  3.17939464  3.08704488  2.0791423   2.74636129  3.34783025  1.70960876
  1.06394759  3.26135254  3.38050456  3.21568748 -1.714951    3.31930043
 -2.41994247  0.43403555  3.5037583   2.56103047  2.6183275 ]"
2726,0.4378751376713283,"[-1.12453046  1.01736295  4.11783616  2.96081818  3.69224106  2.89724597
  3.30254015 -3.04384748  3.02902161  3.14770662  2.97444145 -0.75307736
  4.27473868 -0.49185934 -0.01126071  2.78432956  3.0365471   2.9649723
  3.13176631  3.58634962  1.55157716  1.79078889  3.01487195  0.27191722
  2.59230193  3.27287086  3.301165    3.15579113  2.17429788  3.16342951
  3.50564807  3.16704398  2.33794317  3.19871915  3.1673296   3.25221944
  3.72342871  3.16221703  2.93671725  3.19307191  4.27104677  3.04484177
  3.16920766  3.0962894   2.09249093  2.73838411  3.34457972  1.73427482
  1.04958237  3.27401092  3.36104135  3.21281951 -1.72539318  3.31830724
 -2.41045382  0.44638925  3.51287373  2.52650735  2.60730834]"
2727,0.4378773000637947,"[-1.11008698e+00  1.03872284e+00  4.08704388e+00  2.97908280e+00
  3.71724855e+00  2.90638114e+00  3.30485411e+00 -3.04781375e+00
  3.00715098e+00  3.17267401e+00  2.95971748e+00 -7.73397031e-01
  4.27898324e+00 -4.97874697e-01 -3.57042607e-03  2.75028051e+00
  3.05760186e+00  2.97326074e+00  3.13353789e+00  3.60771938e+00
  1.56639882e+00  1.77946511e+00  3.01706921e+00  2.71318802e-01
  2.58798236e+00  3.25985654e+00  3.29017646e+00  3.13450020e+00
  2.18579263e+00  3.18457555e+00  3.50517493e+00  3.14042645e+00
  2.31229018e+00  3.18710591e+00  3.13460159e+00  3.26917625e+00
  3.69222056e+00  3.17824680e+00  2.93424104e+00  3.18224966e+00
  4.29798026e+00  3.03625251e+00  3.18499015e+00  3.10730379e+00
  2.09267126e+00  2.74370326e+00  3.34413808e+00  1.69446809e+00
  1.06423739e+00  3.24983401e+00  3.36527198e+00  3.18339579e+00
 -1.69654031e+00  3.30412670e+00 -2.41048611e+00  4.24045344e-01
  3.52193669e+00  2.56031543e+00  2.65842549e+00]"
2728,0.43788560041592034,"[-1.06963719  1.06005243  4.13385417  2.95251137  3.61128028  2.89424242
  3.29041607 -3.076178    2.97214249  3.18363784  2.94974665 -0.79990573
  4.27129731 -0.50097093 -0.00517668  2.75443015  3.02895747  2.94289906
  3.12529865  3.59438537  1.53370809  1.82921192  3.03027528  0.32659307
  2.62352089  3.25706695  3.22039984  3.17149246  2.2148351   3.18049438
  3.52586282  3.14603991  2.29019929  3.22416072  3.12392018  3.18324193
  3.71862078  3.14671066  2.95735882  3.23445133  4.24285222  3.02333812
  3.19568468  3.09217564  2.1094878   2.70650413  3.39822379  1.73247774
  1.0868888   3.25526486  3.4012525   3.27533885 -1.73097505  3.29897213
 -2.39418083  0.46236888  3.50015512  2.55302809  2.5875054 ]"
2729,0.43788677566550116,"[-1.15382958  1.00463348  4.13528243  2.94244577  3.73144749  2.91287128
  3.31009802 -3.03059     3.04863861  3.13805632  2.99737961 -0.75411743
  4.28029711 -0.4571494  -0.04065683  2.80111351  3.02480926  2.97401002
  3.14377301  3.57396936  1.5627886   1.7784662   3.00293086  0.23488188
  2.57478969  3.28065496  3.32322842  3.12135839  2.16516782  3.16214618
  3.51044768  3.19317356  2.33572986  3.21611241  3.17658081  3.28617923
  3.7051656   3.13051483  2.93185839  3.18095015  4.29427466  3.03342357
  3.16726023  3.08496575  2.09006025  2.74041764  3.31964566  1.73789805
  1.04902323  3.26886544  3.3406192   3.18931822 -1.72230508  3.30661838
 -2.43427743  0.45101187  3.52298005  2.49688486  2.63435257]"
2730,0.43787508596698416,"[-1.12624103  1.01822064  4.11771225  2.96196871  3.69408774  2.8979079
  3.30229077 -3.04421439  3.03089928  3.14727028  2.97503261 -0.75191117
  4.27531525 -0.49132396 -0.01188787  2.78414606  3.03711084  2.96723926
  3.13143563  3.58768927  1.55285117  1.7895989   3.01431665  0.2715703
  2.59139035  3.27192777  3.30237196  3.15534061  2.17437366  3.16459533
  3.50587828  3.16656464  2.33731117  3.19971644  3.16823192  3.25330624
  3.72204862  3.16210918  2.93683317  3.1928197   4.27134547  3.04342496
  3.16969862  3.09506332  2.09279133  2.73968263  3.34458334  1.73426262
  1.04909982  3.27367563  3.36123678  3.21053094 -1.72484193  3.31836386
 -2.41166874  0.44595614  3.51394588  2.5260669   2.60870588]"
2731,0.43787295176320407,"[-1.12665781  1.01592323  4.11765797  2.96243253  3.69306554  2.89714041
  3.30269841 -3.04234751  3.03205159  3.14554594  2.97558927 -0.75034568
  4.27539198 -0.49246236 -0.01082574  2.78526707  3.03715203  2.96523046
  3.13097737  3.58649178  1.55254197  1.78951431  3.01287267  0.27150338
  2.59159718  3.27300866  3.30337809  3.15642202  2.17268913  3.16382924
  3.50353473  3.16621309  2.33970751  3.19789237  3.17016657  3.25362558
  3.72379235  3.1629328   2.93662234  3.19237716  4.27134515  3.04567711
  3.16854238  3.0968741   2.0913106   2.73938904  3.34321899  1.73508646
  1.04771154  3.27532041  3.35958909  3.21178212 -1.72595437  3.31968004
 -2.40963091  0.44643271  3.51327661  2.52537636  2.60572098]"
2732,0.43787413100023304,"[-1.12634058  1.01615141  4.11766501  2.96252476  3.69284042  2.89729834
  3.30271058 -3.0423314   3.03181184  3.14577591  2.9753752  -0.75059748
  4.27546288 -0.49260341 -0.01056529  2.78495283  3.03719822  2.96529872
  3.13089987  3.58667217  1.55256461  1.78951638  3.01305282  0.27168754
  2.59160798  3.27274753  3.30302096  3.15641155  2.17303707  3.16405132
  3.50359141  3.16583222  2.33930345  3.19789108  3.16992466  3.25349207
  3.72369622  3.16293086  2.93656728  3.19244592  4.27132752  3.04550169
  3.16872758  3.09695038  2.09144581  2.73941214  3.34355071  1.73481708
  1.04792329  3.27511903  3.35988138  3.2118251  -1.7258386   3.31960408
 -2.40964997  0.44625016  3.51331466  2.52555285  2.60586168]"
2733,0.4378874960966902,"[-1.13376766  1.00165984  4.14078877  2.93362697  3.69521152  2.92047541
  3.30323176 -3.01922203  3.04571786  3.16121925  3.01900624 -0.79153433
  4.28530911 -0.47683851 -0.02837655  2.78161468  3.0212493   2.94901979
  3.14786564  3.57115274  1.55872225  1.7826365   3.00384347  0.25723937
  2.56985733  3.28626517  3.32626765  3.12459019  2.16807364  3.1763975
  3.48863757  3.18086491  2.32372753  3.23937973  3.15694641  3.26646693
  3.69585489  3.14616562  2.95293076  3.18434659  4.2696652   3.03344118
  3.18164725  3.10077122  2.08942008  2.72210121  3.3276306   1.74214058
  1.05345652  3.2860233   3.32485536  3.21543731 -1.71773399  3.28826906
 -2.41319891  0.46292116  3.51368235  2.47872995  2.62798222]"
2734,0.4378915160468402,"[-1.1121006   1.05979517  4.11102809  2.95675117  3.6948378   2.91531297
  3.31246874 -3.08705251  3.00511902  3.1721323   2.94598064 -0.78015192
  4.27905672 -0.4798209  -0.01868687  2.75895756  3.04647109  2.99082016
  3.14141011  3.60641326  1.55080131  1.80169395  3.03887104  0.27423567
  2.59106902  3.23658403  3.26125567  3.13236856  2.20232685  3.17065889
  3.54049806  3.15219473  2.29082145  3.2060528   3.13559071  3.24666943
  3.69891848  3.1436469   2.93395594  3.2049863   4.29343502  3.01574664
  3.18687486  3.06582154  2.08850466  2.74334231  3.36023532  1.70206329
  1.07878796  3.24002219  3.38561636  3.19643646 -1.70315006  3.30840679
 -2.44225772  0.44099622  3.50950426  2.55360869  2.64875184]"
2735,0.43786875224073857,"[-1.11669025  1.01124823  4.1024405   2.9659431   3.69048202  2.8880237
  3.30055409 -3.0355911   3.03002638  3.15020942  2.96783981 -0.74600529
  4.27398568 -0.50931123  0.01166589  2.77344848  3.04021677  2.95129302
  3.13006388  3.58804875  1.55281099  1.78910306  3.01228958  0.27821482
  2.59331046  3.27184127  3.29999156  3.17373619  2.17653047  3.16019938
  3.4975008   3.15103674  2.35008958  3.18485755  3.17248247  3.24812613
  3.73142892  3.19049382  2.94012837  3.18919946  4.26667298  3.0662574
  3.16864112  3.11428599  2.08970329  2.74752667  3.34278857  1.72816621
  1.04160342  3.28157934  3.35971249  3.2108321  -1.71688547  3.3316363
 -2.39075873  0.44191484  3.50508145  2.54126947  2.59760451]"
2736,0.4378729409995418,"[-1.09574886  1.03434039  4.07728932  2.96895276  3.67970014  2.87166158
  3.29817685 -3.06053539  3.01179174  3.17260766  2.94053895 -0.7513189
  4.27262772 -0.53210665  0.03476127  2.74480192  3.05215246  2.95041424
  3.13221323  3.60530422  1.54492552  1.79759896  3.02725049  0.29577653
  2.60037233  3.24719668  3.27126137  3.19879674  2.20322985  3.16032233
  3.50899573  3.12969909  2.34229672  3.17655431  3.15844584  3.22063309
  3.73002423  3.22572161  2.95003234  3.19606912  4.25389014  3.07721149
  3.17676648  3.11951039  2.09763112  2.75437512  3.35691933  1.70418405
  1.04527975  3.27445881  3.3820403   3.20631678 -1.69413343  3.33743898
 -2.37939844  0.43585066  3.4919196   2.5771008   2.59578944]"
2737,0.4378683974301565,"[-1.11023874  1.00803514  4.10415863  2.96475264  3.68447264  2.88807035
  3.30399675 -3.03230362  3.02560121  3.14914737  2.96170493 -0.74589431
  4.27433551 -0.51089847  0.01693403  2.77070791  3.03973782  2.9441378
  3.12804242  3.58718615  1.55018098  1.7913572   3.01256273  0.27941744
  2.59633951  3.26906759  3.2909988   3.17376263  2.17826159  3.15834317
  3.49630045  3.14599084  2.35112899  3.17892065  3.1709286   3.24484014
  3.73711139  3.19087183  2.93810202  3.19012764  4.26957355  3.06978282
  3.16983118  3.11916296  2.08559888  2.74596111  3.34439153  1.7255965
  1.04477791  3.27929418  3.36273393  3.21554651 -1.71560274  3.33463241
 -2.38673966  0.44352203  3.5008401   2.54777381  2.5921001 ]"
2738,0.4379048107276509,"[-1.02227291  1.06401728  4.03810276  2.98154109  3.61610635  2.84883814
  3.30334148 -3.06754293  2.98092127  3.21581173  2.88392817 -0.7560567
  4.2538567  -0.5731803   0.10847117  2.67372393  3.07551655  2.89611138
  3.11963367  3.63136863  1.51175893  1.82973227  3.04485194  0.36173808
  2.62845428  3.1966403   3.19486867  3.24556878  2.24462067  3.17078292
  3.50322648  3.05818168  2.30964902  3.1554866   3.1146229   3.16613202
  3.73393444  3.31697211  2.97752449  3.21514204  4.23396491  3.10258309
  3.19915697  3.15600776  2.09484995  2.76438707  3.40234643  1.67856217
  1.07202832  3.27027273  3.40781181  3.22284338 -1.65140936  3.33587559
 -2.32067195  0.42156755  3.4609304   2.67722114  2.58830722]"
2739,0.4378659392173864,"[-1.10801404  1.01247562  4.09927627  2.96560998  3.68049788  2.88892027
  3.29968073 -3.03661592  3.02711617  3.15243575  2.96166116 -0.74878459
  4.27541798 -0.51474192  0.02186106  2.76680754  3.04198158  2.94702963
  3.12777927  3.59150043  1.55145555  1.79055203  3.01565085  0.28590066
  2.59805442  3.26532767  3.29242459  3.18097807  2.18318214  3.15950919
  3.49863088  3.13919356  2.34705616  3.18265519  3.16999836  3.24268683
  3.73207118  3.1996458   2.9422212   3.19122524  4.26479639  3.06847838
  3.17161554  3.11838579  2.09079099  2.74859379  3.34904619  1.72350865
  1.04439746  3.28109454  3.36365744  3.21533978 -1.71241016  3.33667157
 -2.38445157  0.44213764  3.50177844  2.55266022  2.59552914]"
2740,0.43787288162522514,"[-1.10234332  1.03270223  4.11140722  2.95180648  3.66852949  2.89816599
  3.29977512 -3.04996719  3.01937448  3.16487118  2.96481259 -0.7677288
  4.27937424 -0.50492529  0.01009812  2.76924806  3.03716524  2.95399565
  3.12946926  3.59449128  1.55109446  1.79720961  3.02571945  0.29006285
  2.60605779  3.25756083  3.27969828  3.17565403  2.1924834   3.16236525
  3.51350206  3.14420249  2.32618289  3.19844947  3.15900595  3.24143906
  3.71867439  3.17936414  2.94234235  3.19886034  4.2651391   3.04786758
  3.18048106  3.10534518  2.09666489  2.73844669  3.35583494  1.72315185
  1.05410263  3.2733406   3.36907226  3.22065913 -1.71268033  3.3265173
 -2.3923591   0.45276429  3.50753631  2.54688204  2.60925212]"
2741,0.4378737289098288,"[-1.10646902  1.02948341  4.10477439  2.95739647  3.67975195  2.9011367
  3.30009169 -3.04671605  3.02067166  3.15852422  2.96079146 -0.7637556
  4.27772329 -0.5068825   0.01414671  2.7646748   3.04291446  2.95253978
  3.12531936  3.59488278  1.55443888  1.79186337  3.02336017  0.28825296
  2.59947304  3.26018736  3.28080307  3.16753082  2.18839713  3.16225703
  3.5086621   3.1402356   2.32735467  3.19267774  3.15646666  3.24546378
  3.72197516  3.18286171  2.94195915  3.19463629  4.27063596  3.04820895
  3.18048836  3.10854314  2.09006739  2.74493605  3.35423224  1.71827038
  1.05196934  3.27306036  3.3693594   3.21756257 -1.70929599  3.32950771
 -2.39811859  0.44242834  3.50599397  2.55094834  2.61509563]"
2742,0.43786852977311563,"[-1.09336158  1.01333067  4.07962568  2.98444676  3.65497445  2.8603094
  3.29851645 -3.05217544  3.01521931  3.14604692  2.93552398 -0.72959465
  4.26605145 -0.54381969  0.0485425   2.74942434  3.04885587  2.93666691
  3.12992317  3.59553171  1.54126908  1.80648993  3.02168879  0.31156797
  2.61046092  3.25746243  3.2803448   3.21158567  2.19410053  3.15047682
  3.48954632  3.12340551  2.36230749  3.16218498  3.17981632  3.21024683
  3.75021003  3.23583563  2.94780682  3.19919777  4.24480935  3.09578231
  3.16395008  3.13127833  2.08743217  2.75621881  3.35654644  1.72181724
  1.04257757  3.28910115  3.37201252  3.22406869 -1.70932748  3.34759245
 -2.36296755  0.43975991  3.48173621  2.58600688  2.56141705]"
2743,0.4378820415207036,"[-1.13593065  0.99641213  4.11823727  2.93755624  3.69087437  2.89794767
  3.29998806 -3.01419455  3.05656362  3.13756167  3.00311028 -0.75912702
  4.2839707  -0.49575137 -0.00924652  2.79346277  3.01954965  2.93882341
  3.14378706  3.56024739  1.549997    1.78391584  3.00123031  0.25950421
  2.58250319  3.29502997  3.33519991  3.17295562  2.16669816  3.14788168
  3.4850026   3.17686433  2.36470625  3.21380381  3.18385954  3.26250835
  3.7273227   3.18116773  2.95648809  3.18073348  4.25372829  3.06160297
  3.16212519  3.10886889  2.08996054  2.73173566  3.3228378   1.753669
  1.03021728  3.29957884  3.32441077  3.21816563 -1.71931806  3.32061401
 -2.39523419  0.46822418  3.50721967  2.50610521  2.58674131]"
2744,0.43786617356515045,"[-1.10703752  1.01245542  4.09858015  2.96610023  3.68011956  2.88781988
  3.29952161 -3.03719008  3.02688413  3.15201033  2.96020185 -0.7475792
  4.27480306 -0.51532857  0.02275134  2.76658665  3.0418792   2.94639513
  3.12773712  3.59172608  1.55110371  1.79151842  3.01566258  0.28619784
  2.59905678  3.26481756  3.29127644  3.18269491  2.18360424  3.15868666
  3.49889129  3.1394627   2.34814622  3.18116197  3.17054134  3.24150921
  3.73350343  3.20090828  2.94189749  3.19168645  4.26446775  3.06958553
  3.171266    3.1189217   2.09119403  2.74864647  3.3492124   1.72380056
  1.04414109  3.28153317  3.36470375  3.2158216  -1.71255998  3.33775067
 -2.38309344  0.44215911  3.50137812  2.55369404  2.5941943 ]"
2745,0.43787912174196947,"[-1.11926656  0.98666796  4.09691586  2.97666088  3.70135862  2.89073486
  3.29287949 -3.01351287  3.04378696  3.13686992  2.97990764 -0.73725806
  4.27980256 -0.51462054  0.02982132  2.77468189  3.0379858   2.94288779
  3.12033335  3.58371762  1.5663476   1.77654257  2.99701679  0.27419762
  2.58150226  3.28707321  3.32079959  3.17866776  2.16987775  3.16362656
  3.47541893  3.13913307  2.36902851  3.17771492  3.18158545  3.26004426
  3.73275515  3.19593792  2.93498756  3.17437842  4.26587223  3.08333341
  3.16337194  3.13839285  2.08478142  2.75689033  3.33261236  1.7361269
  1.02998257  3.29874237  3.34868266  3.21049557 -1.72056372  3.3486161
 -2.37826542  0.43405016  3.50353133  2.52855297  2.58712283]"
2746,0.43786733717657406,"[-1.10652753  1.01268114  4.10020719  2.96467695  3.67629416  2.88645008
  3.30092421 -3.03715671  3.02780496  3.1519996   2.96030793 -0.74807274
  4.27406924 -0.51581313  0.0224812   2.7659991   3.0419304   2.94304539
  3.12864998  3.59036425  1.5500154   1.79162057  3.01594272  0.28803105
  2.59953325  3.26445438  3.28955163  3.18252976  2.18342554  3.15907036
  3.4967518   3.13823893  2.34806916  3.18226617  3.17180384  3.24009937
  3.73480938  3.20173759  2.94292463  3.19303989  4.26392158  3.07093882
  3.17071821  3.11941712  2.08902535  2.74683787  3.34978433  1.7244174
  1.04318167  3.28222199  3.36317366  3.21811469 -1.71354888  3.33805485
 -2.3822716   0.44320594  3.50048327  2.55449807  2.59179137]"
