Iteration,Score,Parameter Values
1410,0.4444831861612484,"[-5.78300961e-01 -1.49766653e+00 -1.39001705e+00 -4.66821750e-01
 -8.10699915e-02 -8.57878187e-01  4.24029876e-01  2.58324718e-01
 -3.62037706e-03 -6.92974093e-01 -1.37701842e-01 -1.34170552e+00
 -2.87659521e-01 -8.85432396e-01 -7.76059938e-01  1.15704546e+00
 -4.20359864e-01 -6.97073130e-01 -6.39116074e-01 -2.44660584e-01
 -1.99076798e-01  2.57882961e-01  6.14364731e-01 -5.96818141e-01
 -1.28963765e-01  1.94925918e-01 -1.57626243e+00 -6.91298766e-04
 -1.39755281e+00 -1.22683470e-01 -1.56767384e-01 -1.61596108e-01
  1.39477176e-01  4.87903492e-01  7.27879312e-01  2.62244513e-01
 -3.37400990e-01  7.60374886e-01 -9.34018234e-01  1.30412055e+00
  8.53548734e-01  9.79788756e-01  7.18098209e-02  1.57294284e+00
  1.45206471e-01  1.88540573e+00  1.14528433e-01  3.98357142e-01
 -2.48047181e-01 -9.23775080e-01 -2.42669761e-01 -8.93309245e-02
  1.23216644e-01  1.07343755e-01 -3.50004880e-01  4.05937127e-01
  1.05859272e+00  4.33854522e-01  1.45014761e+00]"
1411,0.4444401736852583,"[-0.6080776  -1.10534205  0.54909751  0.32503121  0.37740751 -0.6285728
  0.21491395 -0.75638739  0.53753352 -0.47783652 -0.66376937  0.28548289
  0.07840606 -0.68918708 -0.71824912 -0.47736576 -0.24682556 -0.3163478
 -0.46594858 -0.77446959 -1.09954923 -0.86061913  0.08106699 -1.46735236
 -0.80573675  0.08941098  0.0102877  -0.03873171 -1.11858451 -1.15023569
 -1.58407014 -1.48771744 -1.82522072  1.39531662  1.56047898  1.80095777
 -1.3117604  -0.56181629 -0.85624349 -0.4729349   0.16190026  0.02877333
 -0.39172079  0.40156624  0.24935883 -0.60559399 -1.31086669 -1.62813595
 -0.88132436 -0.29578137  1.18735568  1.21212828  0.59118287 -1.79447917
 -1.53232731 -1.05136396  0.29905936  0.84120812 -0.26035577]"
1412,0.44443753194020513,"[ 2.14150334  1.50330008  0.31357898  1.70109303  0.69557359  2.851117
  2.77202801  1.71915104  1.27742018  1.45114644  2.05492423  0.93285695
  2.1519918   0.87120098  2.25827498  2.75630846  0.70043404  2.65129731
  0.68954859  2.50551679  1.01489812  1.5256162   2.08493945  1.4479245
  1.36742422  0.96553557  1.57003855  0.53763807  2.51614434  2.26115432
  1.56253101  1.82580961  2.74575843  1.48068918  1.4830216  -1.21111643
  1.30366741  1.75478621  0.97452856  1.42820524  2.99896945  1.03312739
  1.90558012  1.60718564  3.23941821  1.80530552  2.85348652  1.98419822
  0.60631146  0.52366881  1.68248066  1.76664637  1.16462594  1.22251284
  1.3226506   2.01782318  2.01133106  2.10413127  1.30883166]"
1413,0.44441852491363726,"[-0.61339014 -1.48361214 -1.38372495 -0.48056902 -0.08676043 -0.81389695
  0.43506545  0.25590243  0.00470933 -0.67119209 -0.14518916 -1.3073611
 -0.2783446  -0.92700508 -0.7329705   1.16107186 -0.44485509 -0.67038117
 -0.62696    -0.25385828 -0.18313079  0.26049082  0.64652211 -0.59972216
 -0.14268753  0.19983897 -1.63355668  0.00800905 -1.40118347 -0.15651814
 -0.16736666 -0.15682812  0.11461029  0.48228546  0.74841859  0.2778251
 -0.31753005  0.7595104  -0.90675336  1.29025947  0.90515647  0.98294288
  0.08880634  1.56933764  0.12347313  1.84440583  0.13488624  0.38804249
 -0.27277093 -0.91202972 -0.24117901 -0.06128682  0.07926128  0.07545144
 -0.39370072  0.42148889  1.01694421  0.42505269  1.46161853]"
1414,0.4444590456044397,"[-0.60901472 -1.09204535  0.52751288  0.32394791  0.36793927 -0.59890749
  0.23180717 -0.71601845  0.5905843  -0.49946385 -0.60453001  0.30034019
  0.10005798 -0.68747871 -0.72423322 -0.4647893  -0.25298341 -0.30562942
 -0.43433617 -0.81354326 -1.1429202  -0.87724438  0.08669429 -1.51073827
 -0.83059658  0.08160056  0.01971958 -0.02030688 -1.10953995 -1.1616728
 -1.59970395 -1.46528483 -1.79342115  1.41929628  1.53130886  1.80761996
 -1.32917062 -0.55625659 -0.80350226 -0.44813724  0.12604513  0.02778016
 -0.41056513  0.37373873  0.21229883 -0.67834069 -1.32623071 -1.69659899
 -0.89187404 -0.29588624  1.16951561  1.17810094  0.57204551 -1.77289931
 -1.49499355 -1.07596369  0.29614974  0.85513036 -0.28681008]"
1415,0.444503777763946,"[ 2.18394515  1.52907197  0.31667851  1.68061251  0.67519413  2.84173513
  2.76888142  1.71778015  1.27127431  1.47401518  2.03830871  0.93838393
  2.11394481  0.86174932  2.21573585  2.68658205  0.69684757  2.6381708
  0.73989096  2.51633202  1.05978202  1.59593609  2.03626416  1.47475928
  1.37359582  0.94910959  1.55434624  0.52450009  2.50667881  2.26138972
  1.59741893  1.81803323  2.74863701  1.46323285  1.45233445 -1.17884887
  1.28370665  1.81353158  0.98396406  1.40822693  3.01309633  1.02729772
  1.88225019  1.59842764  3.2368155   1.80436787  2.86587482  1.99370052
  0.62267237  0.58775281  1.68350958  1.75853519  1.1743263   1.24308357
  1.35911701  1.99995013  1.98461821  2.0843084   1.31962185]"
1416,0.44446383953279855,"[-0.62873873 -1.48734818 -1.42046694 -0.51131032 -0.11407041 -0.80286761
  0.42433828  0.26565329  0.02486407 -0.66419719 -0.1722683  -1.26228858
 -0.27295167 -0.95278464 -0.70733154  1.14344153 -0.43381471 -0.64614625
 -0.63547334 -0.28605927 -0.22400451  0.26669552  0.65189236 -0.60417184
 -0.14912416  0.20922674 -1.69748068  0.03881454 -1.42177453 -0.15205883
 -0.14644352 -0.17013957  0.07458829  0.46592239  0.75387836  0.27115289
 -0.31133638  0.80111421 -0.88501983  1.2601877   0.86466994  0.98862855
  0.08824669  1.54508112  0.12935239  1.83110273  0.1032449   0.40306407
 -0.29291516 -0.94003256 -0.27071677 -0.03602006  0.08020817  0.07440058
 -0.41868105  0.41319554  0.98731602  0.43478116  1.43947973]"
1417,0.4444656568719221,"[-6.12887977e-01 -1.07083540e+00  5.40009182e-01  3.36669240e-01
  4.06263402e-01 -6.29899093e-01  2.36810847e-01 -7.12919039e-01
  6.05982238e-01 -4.76866163e-01 -5.69858237e-01  2.80193601e-01
  7.68254021e-02 -7.17578353e-01 -7.20228177e-01 -4.61522389e-01
 -2.18972544e-01 -3.16722421e-01 -4.27022417e-01 -7.93887435e-01
 -1.12711030e+00 -8.78852194e-01  5.61930646e-02 -1.52163052e+00
 -8.11168181e-01  9.29751884e-02  1.37719609e-03 -3.08193157e-03
 -1.12084471e+00 -1.13866386e+00 -1.57760515e+00 -1.46530294e+00
 -1.79505078e+00  1.42680859e+00  1.57470084e+00  1.77751400e+00
 -1.33839709e+00 -5.75555129e-01 -8.32863967e-01 -4.25717681e-01
  1.09965081e-01  2.18093737e-02 -3.84302756e-01  4.06031298e-01
  1.98562996e-01 -7.20036450e-01 -1.28844730e+00 -1.69628233e+00
 -9.08595161e-01 -2.98174920e-01  1.14183621e+00  1.19875758e+00
  5.25793775e-01 -1.75633972e+00 -1.49317734e+00 -1.08638574e+00
  3.19534733e-01  8.54904370e-01 -2.72735088e-01]"
1418,0.4444237260388342,"[ 2.18666595  1.52099479  0.3087903   1.69256913  0.64075612  2.82899215
  2.73574234  1.7006757   1.27788798  1.44279745  2.04025593  0.91822919
  2.14381379  0.8634242   2.23505209  2.69798801  0.69958672  2.67769147
  0.75610564  2.50770223  1.03912046  1.58893219  2.0113887   1.47415884
  1.35654775  0.93479907  1.56707797  0.57471103  2.47641194  2.27500559
  1.63015263  1.80327064  2.77401673  1.50507501  1.43847771 -1.19627635
  1.28479472  1.81681408  0.98057113  1.4335104   2.99915458  1.03039327
  1.84644855  1.58423322  3.22256648  1.86297154  2.90047677  1.9968025
  0.62810435  0.58045372  1.71579664  1.75548207  1.17416787  1.24371796
  1.37711376  1.9951904   1.99816559  2.05179032  1.34083777]"
1419,0.44451661305505386,"[-0.6242987  -1.47804168 -1.41593169 -0.51163801 -0.1330111  -0.77914109
  0.42964808  0.23490063  0.03427792 -0.65584202 -0.15538322 -1.25683361
 -0.27634367 -0.92607103 -0.68835121  1.1419586  -0.44873599 -0.64492525
 -0.64888601 -0.26390991 -0.22894892  0.25075875  0.6560215  -0.57325284
 -0.14591484  0.20688675 -1.70047683  0.02425513 -1.41927378 -0.16597347
 -0.14873687 -0.17709788  0.05494234  0.46010254  0.75911198  0.27361101
 -0.30628793  0.80127104 -0.86195416  1.24153353  0.90670259  0.99448894
  0.1046445   1.54952038  0.13372812  1.81584274  0.08422574  0.42454737
 -0.29586606 -0.92072774 -0.2735548  -0.05108392  0.0871372   0.08582832
 -0.4410368   0.41964492  0.98406268  0.4100979   1.45833058]"
1420,0.444425757304583,"[-0.62161874 -1.08232717  0.51845618  0.31092183  0.36675694 -0.61444411
  0.27372641 -0.70737185  0.61441061 -0.48451731 -0.54375429  0.27118029
  0.08752771 -0.73302745 -0.70164055 -0.45073328 -0.2150458  -0.32881176
 -0.41370263 -0.80581869 -1.11616244 -0.89335037  0.05443562 -1.53891103
 -0.8367145   0.08210026  0.00934092 -0.01918965 -1.11360809 -1.14597875
 -1.58881918 -1.46674582 -1.77790637  1.42375278  1.56192319  1.78549643
 -1.34349904 -0.567608   -0.81549277 -0.41278324  0.10813785  0.00441226
 -0.37928763  0.4000065   0.16694535 -0.74049344 -1.30239696 -1.70587826
 -0.91458663 -0.29530074  1.1199895   1.15165463  0.50804351 -1.72308056
 -1.4688274  -1.08691989  0.29197291  0.86748789 -0.28187788]"
1421,0.4444407007460243,"[ 2.2509661   1.53381029  0.32458192  1.67407113  0.65825692  2.82513315
  2.73362572  1.72703395  1.28329747  1.46907754  2.02941731  0.92616025
  2.1578723   0.85497584  2.21895889  2.66731594  0.70623912  2.66487054
  0.76761785  2.5096276   1.06856205  1.61275965  1.98312457  1.49467652
  1.38954629  0.93366928  1.55536367  0.57383673  2.47964937  2.28497062
  1.63602425  1.79907187  2.76037298  1.47762248  1.42694057 -1.17293558
  1.29328163  1.83908917  0.96752755  1.41230644  3.00407891  1.01746229
  1.85606542  1.59579256  3.2231482   1.85461295  2.88297547  2.00544498
  0.64142679  0.58211771  1.69369944  1.7524229   1.20405064  1.28428804
  1.38385899  1.97294573  2.00275154  2.06082244  1.34307818]"
1422,0.4444217643960168,"[-0.60962571 -1.45686866 -1.34308419 -0.4830856  -0.0199947  -0.86473375
  0.4183506   0.25203527 -0.00705363 -0.66807857 -0.10560655 -1.41470368
 -0.30270521 -0.97020753 -0.82700676  1.22056116 -0.47295609 -0.67834815
 -0.57984922 -0.26387911 -0.09808304  0.27269867  0.64992885 -0.60953889
 -0.16942922  0.18818913 -1.49352506 -0.03437353 -1.38612612 -0.12199529
 -0.20252531 -0.10229043  0.19132774  0.5580802   0.69244289  0.31254545
 -0.27756527  0.72690998 -0.94557032  1.39643326  0.86697772  0.98038678
  0.05068326  1.59026849  0.10664745  1.88748689  0.19861852  0.36169263
 -0.25644067 -0.82375178 -0.18447993 -0.09931203  0.08045397  0.02576624
 -0.28550394  0.41710416  1.11761416  0.47076514  1.46099802]"
1423,0.4444113179012261,"[-0.5942749  -1.1042285   0.57998429  0.33126214  0.40570279 -0.58520616
  0.16752051 -0.75462281  0.5261792  -0.5327515  -0.68764029  0.37646158
  0.12558334 -0.63256046 -0.77182133 -0.49757663 -0.33747847 -0.2330675
 -0.49135074 -0.82013402 -1.22165172 -0.85257491  0.18168993 -1.47496042
 -0.84522469  0.09485182  0.01986196 -0.02444591 -1.09801757 -1.16685374
 -1.60433174 -1.43793641 -1.8795798   1.43341073  1.46653671  1.84671771
 -1.23753956 -0.51411737 -0.78508984 -0.50973004  0.17131084  0.05367307
 -0.49287242  0.32373335  0.27987219 -0.59866557 -1.31552425 -1.69719999
 -0.87895665 -0.26716576  1.27554227  1.21176259  0.69807797 -1.92666862
 -1.52090768 -1.05278368  0.29294143  0.78534225 -0.31713692]"
1424,0.4444290682665915,"[ 2.04451979  1.50811223  0.29484963  1.67707922  0.7180316   2.843305
  2.79738207  1.68366792  1.22879489  1.49924229  2.04880723  0.94038533
  2.04802889  0.88208133  2.19878693  2.73954998  0.71220304  2.59914379
  0.67862875  2.50733694  1.03132581  1.55746991  2.10397423  1.4331547
  1.34381625  0.94925326  1.54570846  0.43036924  2.56249382  2.22776176
  1.47512915  1.81999113  2.7429655   1.41904273  1.48089416 -1.23059021
  1.25524182  1.75691755  1.00801718  1.41163709  3.02644021  1.05814286
  1.94304561  1.58761881  3.24365952  1.69641748  2.82980939  1.97194687
  0.63533217  0.60083229  1.69820455  1.80399296  1.17165835  1.14141154
  1.32990332  2.05712694  1.96048732  2.09518913  1.27861325]"
1425,0.4444005028980024,"[-0.58999232 -1.46468008 -1.41248294 -0.5112522  -0.11047327 -0.83138325
  0.43012468  0.24882948  0.0197802  -0.68174258 -0.17875971 -1.30357448
 -0.26713284 -0.93958172 -0.72883933  1.15333258 -0.42947196 -0.66909788
 -0.66314585 -0.28231354 -0.25055825  0.23526645  0.64360369 -0.59373477
 -0.15737305  0.18718216 -1.67012863  0.02021143 -1.41077251 -0.15162484
 -0.15018873 -0.16382007  0.10066447  0.46321914  0.78287391  0.25560839
 -0.31324225  0.79063549 -0.90240066  1.26676838  0.86204056  0.99154008
  0.08590652  1.53957811  0.15057596  1.87283617  0.11265592  0.42410839
 -0.29217312 -0.91291619 -0.25809022 -0.08863347  0.09178867  0.09015626
 -0.4099769   0.40591705  1.02435256  0.43288666  1.45892502]"
1426,0.44469924584361753,"[-0.60071989 -1.06998277  0.54061248  0.29253837  0.39450526 -0.61669778
  0.23404961 -0.70311809  0.57199069 -0.49049237 -0.61452774  0.26914597
  0.08127793 -0.70325154 -0.72095071 -0.48159534 -0.22567915 -0.3227295
 -0.46417493 -0.78997724 -1.101776   -0.87494344  0.05575794 -1.4746865
 -0.82283155  0.07766225  0.00560402 -0.02149231 -1.13357722 -1.13627122
 -1.59377243 -1.46490236 -1.82432625  1.42091403  1.55971471  1.76994188
 -1.32148901 -0.56110998 -0.82691777 -0.45364668  0.12240955  0.01162519
 -0.36720893  0.41858633  0.2245018  -0.66746435 -1.30635383 -1.6431189
 -0.91951613 -0.28362735  1.14843296  1.19343454  0.52433119 -1.78148829
 -1.50047124 -1.07631362  0.27995232  0.8608609  -0.25142748]"
1427,0.4443903577456526,"[ 2.18904313  1.53247097  0.31661859  1.69885163  0.66729024  2.79640918
  2.74332953  1.71131682  1.26789643  1.43837366  2.0418414   0.91703101
  2.17542566  0.84940571  2.2101004   2.71755325  0.67779972  2.65328197
  0.75206899  2.50656731  1.05523279  1.54841714  2.01910435  1.49022341
  1.38142244  0.94678503  1.59529221  0.59814774  2.5297648   2.26717101
  1.59601423  1.78498052  2.74494781  1.48800455  1.45010773 -1.19206356
  1.31016189  1.8021035   1.00384191  1.44121753  2.97743731  1.03338173
  1.86701499  1.61335176  3.2273018   1.82282018  2.84334969  2.01704558
  0.61861562  0.51453059  1.69604615  1.77908029  1.18306908  1.24867723
  1.35406806  1.99104433  2.02845019  2.08778023  1.34469074]"
1428,0.4443921209509649,"[-0.61191856 -1.46891818 -1.39466564 -0.49672332 -0.10057185 -0.82938053
  0.42845363  0.25156567  0.00849543 -0.67741347 -0.15725077 -1.31169407
 -0.27390009 -0.95991355 -0.74624181  1.16993562 -0.45706274 -0.66254443
 -0.63282204 -0.27456011 -0.21529667  0.25088512  0.64378876 -0.59354391
 -0.16094844  0.18533143 -1.64516819  0.01562189 -1.42062882 -0.15725815
 -0.16134009 -0.149957    0.11361413  0.48673323  0.77009356  0.26410198
 -0.31798821  0.77579592 -0.9063383   1.29260389  0.87841023  0.98584355
  0.08335808  1.5557429   0.13504792  1.84788038  0.1252635   0.39289997
 -0.2840927  -0.88004411 -0.24541104 -0.07043301  0.08693489  0.05495533
 -0.37623427  0.42760389  1.04689168  0.452361    1.46362709]"
1429,0.44441835370141103,"[-0.59692533 -1.08179567  0.54304239  0.30365873  0.39179296 -0.60009613
  0.2154629  -0.71128651  0.5748309  -0.50526114 -0.60958684  0.29398564
  0.08993312 -0.69112057 -0.74122773 -0.48069616 -0.26535474 -0.29660074
 -0.45062929 -0.82121113 -1.14956721 -0.86469726  0.08134659 -1.4869721
 -0.82890343  0.08329794  0.02103813 -0.02283679 -1.12036307 -1.132171
 -1.59054129 -1.44592329 -1.81780692  1.4234302   1.54006238  1.80092663
 -1.307253   -0.55685607 -0.80955929 -0.45543524  0.12814596  0.01572117
 -0.40395534  0.39584581  0.22817661 -0.6811616  -1.31559822 -1.66168084
 -0.91838862 -0.28412664  1.17220507  1.17896853  0.5567723  -1.80215008
 -1.48719459 -1.08668251  0.29158311  0.85212532 -0.2836256 ]"
1430,0.4444375719559953,"[ 2.16530073  1.51857485  0.32071806  1.6863136   0.67192944  2.79849839
  2.75769839  1.70826121  1.26939649  1.4589167   2.04641213  0.9166091
  2.1365692   0.84070965  2.20511446  2.7065963   0.68689824  2.64659475
  0.75070427  2.52241516  1.06599791  1.57679452  2.01858028  1.48731265
  1.39414632  0.94430598  1.56483193  0.54842949  2.52415145  2.27375773
  1.59675903  1.78721731  2.74488292  1.46636042  1.44769179 -1.18553486
  1.28325542  1.7958472   0.99404924  1.42540254  2.98935429  1.04215446
  1.88673515  1.59328147  3.23962939  1.80080003  2.85421001  1.99872761
  0.62527086  0.5650483   1.67690475  1.78203174  1.1711063   1.23065193
  1.35977518  1.99633201  1.99728351  2.08723417  1.33047794]"
1431,0.44517920513393017,"[-6.58861092e-01 -1.46599918e+00 -1.42750875e+00 -5.50377261e-01
 -1.62486533e-01 -7.83194101e-01  4.14440380e-01  2.49948031e-01
  3.48209869e-02 -6.21546067e-01 -1.62274706e-01 -1.21558483e+00
 -2.74919910e-01 -9.72036684e-01 -6.81550561e-01  1.15889440e+00
 -4.47522071e-01 -6.20266809e-01 -6.42685010e-01 -2.83780305e-01
 -2.03613816e-01  2.64121187e-01  6.68751340e-01 -6.09268753e-01
 -1.53593602e-01  2.08197749e-01 -1.69662668e+00  3.93553245e-02
 -1.42550691e+00 -1.58758978e-01 -1.41334475e-01 -1.88232551e-01
  4.22661404e-02  4.82283920e-01  7.22315111e-01  2.73869696e-01
 -3.07050894e-01  7.98453302e-01 -8.34545285e-01  1.25553997e+00
  9.14964265e-01  9.79136672e-01  1.10517602e-01  1.56824008e+00
  1.21986521e-01  1.75546434e+00  8.71094859e-02  4.07120277e-01
 -3.23889495e-01 -8.90551264e-01 -2.75012720e-01 -1.11440677e-02
  4.48370200e-02  1.20393566e-03 -4.28787660e-01  4.24830625e-01
  9.77979853e-01  4.55164394e-01  1.44171741e+00]"
1432,0.44446842048147883,"[-0.63077014 -1.08433126  0.53392934  0.33931934  0.39723553 -0.61162648
  0.25366337 -0.73057102  0.61680494 -0.48155376 -0.47416135  0.32335747
  0.09628689 -0.76956049 -0.69905812 -0.45559323 -0.26968615 -0.30235887
 -0.4115295  -0.82670425 -1.17286059 -0.88967171  0.05592289 -1.58820953
 -0.83706287  0.06753756  0.0051328   0.00512118 -1.10700197 -1.11951312
 -1.58462084 -1.45084167 -1.78975077  1.43925889  1.54792633  1.77075061
 -1.3299465  -0.58388832 -0.81846313 -0.40210118  0.08662825  0.0078976
 -0.42067     0.37490007  0.13625177 -0.78560099 -1.29825511 -1.7395668
 -0.94287611 -0.27773952  1.12870736  1.17313584  0.54318627 -1.75340335
 -1.45569724 -1.11749792  0.3318801   0.86219112 -0.35758061]"
1433,0.4444637426499532,"[ 2.24502701  1.51641862  0.33713561  1.64386985  0.66265676  2.80911145
  2.75230212  1.71712814  1.28752183  1.48307215  2.04884407  0.93493039
  2.13915462  0.84097146  2.21159247  2.64681334  0.73862733  2.65406941
  0.81202259  2.52953103  1.04731874  1.70269481  1.94987832  1.49937753
  1.41128703  0.9270446   1.53132924  0.55417432  2.46195685  2.30157082
  1.6230987   1.78736506  2.79628857  1.49046422  1.42818821 -1.17377008
  1.27864162  1.86666185  0.96134255  1.42240724  3.00003424  1.04541914
  1.83762204  1.55615744  3.232721    1.88332119  2.87977055  1.98473181
  0.644693    0.6279798   1.67308695  1.7715822   1.19829282  1.25112403
  1.41930471  1.97207743  1.96029318  2.04274032  1.34146479]"
1434,0.44437423345658894,"[-7.62830155e-01 -1.41831848e+00 -1.25653353e+00 -4.56661353e-01
 -1.53856082e-01 -6.83915182e-01  4.45741736e-01  2.23106959e-01
  9.03511179e-02 -5.18593516e-01 -3.79659071e-02 -1.15752690e+00
 -3.09770901e-01 -1.00170135e+00 -6.26822239e-01  1.21263376e+00
 -5.35003969e-01 -5.69366084e-01 -4.99153631e-01 -2.78078043e-01
 -1.01584091e-01  3.26856687e-01  7.31577446e-01 -5.64543730e-01
 -1.61238174e-01  1.80293714e-01 -1.64859586e+00 -1.75548491e-02
 -1.36400508e+00 -2.19227424e-01 -1.78846406e-01 -1.74657531e-01
  7.00849825e-04  5.22493116e-01  6.39455584e-01  3.13848057e-01
 -2.51051763e-01  7.54788909e-01 -8.30254757e-01  1.22682234e+00
  1.06873408e+00  9.69441091e-01  1.21371183e-01  1.66429039e+00
  1.05893293e-02  1.51681904e+00  1.67079343e-01  3.01541008e-01
 -3.45221457e-01 -7.94677236e-01 -2.94018351e-01  9.46703554e-02
 -5.06347024e-02 -2.14725851e-01 -4.07050021e-01  4.96750789e-01
  9.13921478e-01  4.61505212e-01  1.43231118e+00]"
1435,0.44518017768231954,"[-6.17353315e-01 -1.05396596e+00  5.85818035e-01  4.64732310e-01
  4.42836783e-01 -6.19469849e-01  2.84401359e-01 -7.25402592e-01
  6.82079848e-01 -6.08861491e-01 -3.39143952e-01  4.94357957e-01
  1.44308548e-01 -8.52204169e-01 -7.36066301e-01 -3.55076475e-01
 -3.86297569e-01 -3.15043038e-01 -2.73668357e-01 -9.50481390e-01
 -1.36725416e+00 -9.66341512e-01  2.33559970e-01 -1.68415292e+00
 -8.91131629e-01  5.66415763e-02  3.33404415e-03  4.95124314e-02
 -1.02159897e+00 -1.12844178e+00 -1.58199077e+00 -1.38021015e+00
 -1.75357230e+00  1.51130868e+00  1.35481859e+00  1.96233483e+00
 -1.27794268e+00 -5.96219258e-01 -7.28036205e-01 -2.62232747e-01
  2.15248875e-04  1.40100191e-02 -5.88401903e-01  1.88064646e-01
  8.72187507e-02 -9.92785653e-01 -1.39700844e+00 -1.96935239e+00
 -9.54084182e-01 -2.38076827e-01  1.09325758e+00  1.12222417e+00
  6.85677472e-01 -1.70652151e+00 -1.41987481e+00 -1.17265845e+00
  3.43172155e-01  8.34450544e-01 -4.81051589e-01]"
1436,0.4447056747463943,"[ 2.28765747  1.55664525  0.34293571  1.5124436   0.69915705  2.85641455
  2.83387964  1.75753752  1.33222298  1.61337082  2.03478695  1.05293974
  1.9745045   0.78317525  2.14592669  2.50059208  0.78956091  2.62460124
  0.87076435  2.62819536  1.10772145  2.01532334  1.81577509  1.50261469
  1.4081841   0.83564779  1.33457083  0.27414614  2.40076728  2.26449494
  1.60387097  1.784993    2.96368005  1.38014035  1.41516155 -1.12215302
  1.27154156  2.00810217  0.96210751  1.35993587  3.03167565  0.9990828
  1.81162304  1.53750147  3.27309461  1.84060948  2.92020605  2.00270845
  0.71162661  0.87598757  1.61199478  1.78501071  1.19004959  1.26353197
  1.52186908  2.01398618  1.87743649  1.97071534  1.29040568]"
1437,0.444385128171654,"[-0.54550768 -1.49271414 -1.53987094 -0.59060162 -0.11201741 -1.04321716
  0.3917718   0.27540893 -0.07555978 -0.75990913 -0.2505465  -1.38693551
 -0.21375699 -0.99861886 -0.80827444  1.14980963 -0.41160544 -0.67339039
 -0.7823221  -0.33477816 -0.27866156  0.22798459  0.64024767 -0.62233724
 -0.18884537  0.20560434 -1.5739347   0.06615587 -1.53847596 -0.09758986
 -0.12826086 -0.15595005  0.16948142  0.46863327  0.8301877   0.25225109
 -0.34883279  0.84963302 -0.91512403  1.39737675  0.71622216  1.00988783
  0.05201138  1.47823635  0.25811058  2.10022736  0.06432365  0.42863541
 -0.22442093 -0.87385294 -0.19582649 -0.1763456   0.2107447   0.18365164
 -0.29988877  0.36410735  1.21997285  0.4849614   1.42924241]"
1438,0.4445276870586255,"[-0.5580129  -1.18417459  0.55434541  0.2189369   0.32478837 -0.57109833
  0.12354854 -0.74868266  0.48066244 -0.383339   -0.80057798  0.25136061
  0.07330025 -0.55375171 -0.75252608 -0.63779181 -0.25845982 -0.18537458
 -0.5837682  -0.78879583 -1.08903505 -0.76502397 -0.02855501 -1.38675226
 -0.80007116  0.06706028  0.07785215 -0.01679311 -1.17943429 -1.16475277
 -1.5474045  -1.45289331 -1.8619863   1.38568438  1.70650923  1.61098459
 -1.34160781 -0.51147146 -0.81773288 -0.68361912  0.20820612  0.04147902
 -0.25242986  0.57553942  0.26695313 -0.50272476 -1.22439842 -1.35397894
 -0.90334004 -0.28741853  1.29394911  1.21782153  0.50461338 -1.9663851
 -1.52519838 -1.05019983  0.32047684  0.8703624  -0.17937078]"
1439,0.44436329456865065,"[ 1.94452257  1.49795826  0.29391595  1.82790737  0.60328476  2.70535833
  2.66311752  1.61257601  1.1723723   1.35303776  2.11196881  0.8102506
  2.26826616  0.80616592  2.26816613  2.89986138  0.64756021  2.64972605
  0.71622223  2.43394215  1.04368212  1.30798237  2.16649628  1.47100477
  1.44617515  1.05543653  1.72402938  0.75547566  2.56684243  2.35741033
  1.59093518  1.74771455  2.56442849  1.56364133  1.41922593 -1.24772458
  1.20746629  1.67613134  1.01576185  1.49601725  3.00480113  1.17085376
  1.94893107  1.5782503   3.20087856  1.768338    2.74259712  1.97563076
  0.54150195  0.35717347  1.74048582  1.82019845  1.11902632  1.09803904
  1.2318295   1.97573268  2.01415377  2.15514172  1.36378743]"
1440,0.44468855663691575,"[-0.64271487 -1.47620696 -1.42801808 -0.54091988 -0.14854677 -0.82270614
  0.41571805  0.25090142  0.01226947 -0.66153363 -0.20311131 -1.26229993
 -0.26184948 -0.96214105 -0.73469763  1.16677511 -0.46458769 -0.64908143
 -0.67218203 -0.28314974 -0.24168021  0.24551886  0.64452477 -0.60340484
 -0.15335351  0.18757473 -1.69409522  0.02943327 -1.48116016 -0.1640136
 -0.14378731 -0.16261481  0.06924959  0.48319746  0.79043198  0.2359752
 -0.33359659  0.79104514 -0.86486416  1.2224153   0.85077983  0.98360653
  0.10189398  1.56682395  0.14577625  1.81810041  0.08814341  0.41169593
 -0.33074663 -0.86696721 -0.27430468 -0.04428825  0.0784361   0.03392177
 -0.39295855  0.42580658  1.02200016  0.44646774  1.45292497]"
