algorithm,config,p_target,alpha,p_estimate,exact_error,ci_width,num_oracle_calls
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500851780085581,8.517800855811775e-05,0.0002683944665357041,14800
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499931517762996,6.848223700339773e-06,0.0002337739468351585,16600
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499890603660063,1.0939633993678477e-05,0.00023589462133399852,16500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499358909993774,6.410900062259195e-05,0.00026107571811473385,15100
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499066116505637,9.338834943628527e-05,0.00029536470017460514,13400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9501540482705237,0.00015404827052378778,0.0003062280713979071,13000
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500012711218009,1.2711218009275882e-06,0.00030636037410597394,12600
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950109723271245,0.00010972327124503245,0.00030624900646630815,12900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499633046115823,3.66953884176624e-05,0.0002802873679446094,14000
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950119123458413,0.00011912345841302852,0.00034578780128019515,11400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9498570757725739,0.00014292422742601119,0.00027530907279810224,14300
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499892291929227,1.0770807077231659e-05,0.0002692329810851657,14500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499892291929227,1.0770807077231659e-05,0.0002692329810851657,14600
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.949942363863809,5.763613619091945e-05,0.0002770548076195256,14100
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500012711218009,1.2711218009275882e-06,0.00030636037410597394,13000
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.949992758618112,7.241381887901355e-06,0.0002607917305970653,14800
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9498820219474555,0.00011797805254443183,0.00023577282069564554,16500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499245539997222,7.544600027775683e-05,0.0003550813904559247,11100
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500211425824537,2.1142582453781422e-05,0.00024913109546775836,15800
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500333564391825,3.335643918256359e-05,0.00017160171972158134,22900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950023849334954,2.384933495402919e-05,0.00029681945179860225,13500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499003320340575,9.966796594240712e-05,0.00034510461295239603,11400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499758936150482,2.4106384951760873e-05,0.0002338617730601178,16500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9498529986953164,0.00014700130468359163,0.00028012528832593864,13900
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9501317921789298,0.00013179217892989037,0.00038108745598092186,10500
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499724635437019,2.7536456298049572e-05,0.0002867773236350235,13700
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9501537694814552,0.00015376948145529035,0.000354816562626592,11100
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500523395498431,5.233954984318334e-05,0.0002866686412819064,13700
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499066630000654,9.333699993452349e-05,0.00024071018731725013,16100
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500323610365318,3.236103653181388e-05,0.0002947671157900178,13400
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9501930310805958,0.00019303108059587348,0.00026000719133567607,14800
IAE,"{'epsilon_target': 0.001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9501747920153671,0.0001747920153671867,0.00029422529236883266,13500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500030128063801,3.0128063801537763e-06,1.2287735444815873e-05,327800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499992545661888,7.454338111223535e-07,1.1026990433704587e-05,296100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950006528285947,6.528285947049461e-06,1.0507902492351562e-05,382000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499993288123234,6.711876765486124e-07,1.164896824096262e-05,343500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499976669871908,2.333012809163648e-06,1.5261169647617923e-05,263400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500021569460491,2.1569460491033254e-06,1.2530616104733383e-05,320700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.949996100359515,3.8996404849722666e-06,1.2721047427277643e-05,314900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500034555083078,3.4555083078258164e-06,1.1267927811586809e-05,356100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499968534446868,3.146555313193744e-06,1.3308183054783207e-05,302400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499994627478472,5.372521527657881e-07,1.1591115924303175e-05,346900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499988673538808,1.132646119117453e-06,1.4419306905544271e-05,279400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500032204475921,3.220447592156006e-06,9.932894861064412e-06,405200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500015353464468,1.5353464468681466e-06,1.2154418149334933e-05,329400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499962122006698,3.7877993301904667e-06,1.1383584884949727e-05,355900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499955589606563,4.441039343605624e-06,1.2284169695842007e-05,326300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499948276338961,5.1723661038671764e-06,1.263492941144806e-05,317300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500012866423653,1.2866423653168368e-06,9.72760363515679e-06,411200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500028706209573,2.870620957384773e-06,8.473884704818246e-06,471900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499965611330705,3.438866929439399e-06,1.5791252823194046e-05,257600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500043871965986,4.387196598676368e-06,1.0471393544930763e-05,382700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499947503533668,5.249646633176397e-06,1.2123242084938202e-05,331200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500042326662014,4.232666201420265e-06,1.3807427614032086e-05,291100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499926568461814,7.343153818561987e-06,1.0961977663648259e-05,365100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500032424127773,3.242412777382242e-06,1.1184290396648588e-05,353800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500045267686226,4.526768622614696e-06,1.3358924957962426e-05,299500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500004633170711,4.633170711532131e-07,1.1221394530747109e-05,359400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499990635412456,9.364587543192471e-07,1.29835440799142e-05,308800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500023480410671,2.3480410671350427e-06,1.0857402142294692e-05,370300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499984162886261,1.5837113738204067e-06,1.0524619451335315e-05,379000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499935152534298,6.484746570167843e-06,1.2263322526184783e-05,327800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499999715610581,2.843894186810303e-08,1.0826111198292132e-05,376200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500023349321218,2.334932121872413e-06,1.0465493519407065e-05,384200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499969463366963,3.0536633036648553e-06,1.0247260466389463e-05,390900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950009463596335,9.463596335024249e-06,1.2999876673802646e-05,309900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499972987188132,2.7012811867344055e-06,1.2466784479969739e-05,321500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500026554445666,2.6554445666793214e-06,1.2209445817645825e-05,330400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499971514747902,2.8485252097087965e-06,3.168653789115128e-05,129100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500012120523169,1.2120523169567576e-06,1.3608587713098697e-05,294700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.94999686125613,3.1387438699237435e-06,1.1752192015213048e-05,341300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500062719014064,6.271901406451619e-06,1.4463358687100136e-05,282300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499963301554153,3.669844584663906e-06,1.8971766313158334e-05,214200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499991191911741,8.808088258760449e-07,1.2814940152705567e-05,313100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499997560302946,2.4396970532691853e-07,1.08930868770174e-05,368900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500057585892423,5.758589242343959e-06,9.138630427729666e-06,438200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499968438465556,3.156153444372478e-06,1.2668979872620945e-05,317300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500016987435961,1.698743596123542e-06,1.0295793579473411e-05,390300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500018177065737,1.8177065737035036e-06,1.5485455141017734e-05,259300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499952122858142,4.787714185772174e-06,1.0591737296838932e-05,378000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499989830480351,1.016951964860624e-06,1.273131927359561e-05,316500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499983374167458,1.6625832541805607e-06,1.2565378938289573e-05,319400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499957170517697,4.282948230294181e-06,1.0180156584937983e-05,397400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500001032494061,1.0324940613593014e-07,1.0548885193251145e-05,380000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950000094249267,9.424926705747794e-08,1.1119485620825209e-05,361400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.949999704448689,2.955513109803576e-07,9.417256181254441e-06,425000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499938906948309,6.109305169088586e-06,1.907053774280465e-05,212100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499953766468788,4.623353121124829e-06,1.0554104613369475e-05,380900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499987107852785,1.2892147214227379e-06,1.2896650534055532e-05,313400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500080228767873,8.022876787361355e-06,1.381346320744603e-05,291200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499937931099675,6.206890032500745e-06,1.1088912567736031e-05,362800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500010791066646,1.07910666469202e-06,1.1286087536477307e-05,354400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499967833367078,3.2166632921715177e-06,9.337261634545513e-06,428500
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499951961151505,4.803884849469142e-06,1.039302221000904e-05,385600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499888888235177,1.1111176482225815e-05,1.219093415977257e-05,328300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500048058537135,4.80585371354092e-06,1.1112332132023894e-05,359600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500087474232259,8.747423225985429e-06,1.0690552300740563e-05,374400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499981349371549,1.8650628450522788e-06,1.030307912758266e-05,389000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500015881689494,1.588168949462343e-06,1.204193484777294e-05,334200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500012959933979,1.2959933979317384e-06,1.0513547657575728e-05,367300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499998632385731,1.3676142684992953e-07,1.0355401030281985e-05,386400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500049376496815,4.937649681568956e-06,1.2634667802380317e-05,319600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499958928024088,4.107197591141087e-06,1.2317989613930269e-05,326600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499941288276879,5.8711723120996595e-06,1.472979349809167e-05,272600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950001956627184,1.9566271840520955e-06,1.0136160790930049e-05,333700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500037982452547,3.7982452547602463e-06,1.2567066581481434e-05,321900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500043070315327,4.307031532757577e-06,1.0012473994569504e-05,399000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500022847145105,2.2847145105808764e-06,1.0255926064295373e-05,392800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.95000503529749,5.035297490074697e-06,1.0564938897505982e-05,379800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499989653887879,1.034611212036296e-06,1.387397717939054e-05,288300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500057571908191,5.7571908191889065e-06,3.076512668825915e-05,131200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500039031701526,3.903170152641522e-06,1.4324429553569384e-05,279400
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500005112208159,5.11220815901936e-07,1.1848512133372235e-05,338000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500033463109673,3.34631096732263e-06,1.0144058668282163e-05,394300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499980771434261,1.9228565738549364e-06,1.1798181598798863e-05,339000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500059672136777,5.9672136777377816e-06,1.6156116529941755e-05,247800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.949997696366605,2.3036333949288945e-06,9.701137141937544e-06,412800
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499955385117049,4.461488295026683e-06,1.8099023202211573e-05,222600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.949998868813152,1.13118684796909e-06,1.0807591767025837e-05,370200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499876708302917,1.2329169708280574e-05,3.9403068588017565e-05,102900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950000191763336,1.91763336099271e-07,1.1348543625222529e-05,353200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499969909933916,3.0090066083232614e-06,1.4246420518060354e-05,280700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500043139688856,4.313968885671926e-06,1.2008770986338124e-05,333600
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500032195052548,3.2195052548367187e-06,1.1002210794031075e-05,364900
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500011261815966,1.126181596644571e-06,1.3986347679517674e-05,290100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950002233281881,2.233281881092175e-06,1.1910702267581286e-05,337100
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500015938142761,1.593814276112937e-06,1.0573488891718608e-05,380300
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499966914139325,3.3085860674519907e-06,1.684811037883094e-05,239200
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499945242530807,5.475746919225699e-06,9.91764397539896e-06,405000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500035858718697,3.5858718697712177e-06,1.0523998989597771e-05,381700
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499907489049026,9.251095097306816e-06,9.95485235116833e-06,338000
IAE,"{'epsilon_target': 0.0001, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499969886688417,3.011331158209174e-06,1.140690022211066e-05,351200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499984495931659,1.55040683402774e-06,2.279424825890608e-06,1809600
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500005007574163,5.007574163107265e-07,2.2366758727354608e-06,1845700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499992901612477,7.098387522219696e-07,2.2647611751525076e-06,1837100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499991979298251,8.020701748323589e-07,2.2398370648213373e-06,1854200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500006416398377,6.416398377062649e-07,2.940954377084193e-06,1410700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500003543955386,3.543955386930975e-07,4.151916943306855e-06,999900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500003240295624,3.240295624040712e-07,2.2651990873034933e-06,1827700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.950000816130135,8.161301350284589e-07,2.5845323932127684e-06,1600400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500001026904064,1.0269040640054072e-07,2.4447662229087896e-06,1689200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500009463354829,9.463354829764015e-07,3.0287907635262457e-06,1373100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499988398795969,1.1601204030764478e-06,1.6042409395344848e-06,2569900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499999376137783,6.238622163312613e-08,2.1283927280624226e-06,1943100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500004164950491,4.1649504911589474e-07,1.5012657016977293e-06,2745900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500001533696056,1.5336960568212987e-07,2.2353632442295712e-06,1855100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.949999559706709,4.4029329093753233e-07,3.499923739824773e-06,1181700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500010697883665,1.0697883665589103e-06,2.6886473681320133e-06,1539500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500005677379031,5.677379031343577e-07,2.4737590342827076e-06,1670900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500005192931622,5.192931622488572e-07,3.140050860273025e-06,1321400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499986695130002,1.3304869997954327e-06,2.6542585856992318e-06,1563700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500012196366752,1.2196366752093013e-06,2.4007001340753398e-06,1718900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499990124876125,9.875123874181213e-07,2.2052526323368404e-06,1869400
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499995958034753,4.0419652469481093e-07,1.1289462830688102e-06,3656700
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500000113556343,1.1355634321752461e-08,9.548577994955565e-07,4335300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500001570467612,1.5704676126215844e-07,3.27916786990734e-06,1262300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499982933904993,1.7066095006068593e-06,3.256090553238611e-06,1277100
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500001290138,1.290138000875629e-07,2.481108379581709e-06,1665200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500019919598628,1.9919598628348467e-06,3.4377681970565455e-06,1203200
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499988011424021,1.1988575978616467e-06,3.203473665724932e-06,1298000
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499989074415616,1.092558438386959e-06,1.5359027838446337e-06,2703500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499998959288593,1.0407114070520862e-07,2.4842566488381124e-06,1660500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499995134775017,4.865224982886218e-07,2.2033211338756686e-06,1872900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500005146768753,5.146768753405695e-07,2.9831232002397456e-06,1384500
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500001280155363,1.2801553639363306e-07,2.330700512309658e-06,1785300
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9499997264574979,2.73542502093882e-07,1.5647832578569165e-06,2633800
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500003369376969,3.369376969653004e-07,2.3970365532477445e-06,1735900
IAE,"{'epsilon_target': 1e-05, 'alpha': 0.05,  'shots': 100}",0.95,0.05,0.9500001943416728,1.9434167286558335e-07,3.3575602791380277e-06,1234300
